"unitid","institution name","year","EF2017A.Level of student","EF2017A.Grand total","EF2017A.Grand total women","EF2017A.Asian total","EF2017A.Black or African American total","EF2017A.Hispanic total","IDX_EF"
"131098","Wesley College","2017","All students, Undergraduate total","1446","792","20","575","102","-2"
"132602","Bethune-Cookman University","2017","All students, Undergraduate total","3992","2460","2","3104","120","-2"
"133492","Eckerd College","2017","All students, Undergraduate total","2037","1343","50","77","170","-2"
"133526","Edward Waters College","2017","All students, Undergraduate total","3443","1846","97","1889","241","-2"
"133711","Flagler College-St Augustine","2017","All students, Undergraduate total","2676","1749","25","101","168","-2"
"133979","Florida Memorial University","2017","All students, Undergraduate total","1173","726","0","853","85","-2"
"135610","Trinity International University-Florida","2017","All students, Undergraduate total","156","92","1","50","78","-2"
"138275","Warner University","2017","All students, Undergraduate total","1002","458","4","376","104","-2"
"138293","Webber International University","2017","All students, Undergraduate total","626","181","3","205","74","-2"
"138600","Agnes Scott College","2017","All students, Undergraduate total","921","917","67","269","106","-2"
"138868","Point University","2017","All students, Undergraduate total","1926","1042","25","623","113","-2"
"139205","Brewton-Parker College","2017","All students, Undergraduate total","783","330","2","139","31","-2"
"139393","Covenant College","2017","All students, Undergraduate total","1030","549","11","27","29","-2"
"139630","Emmanuel College","2017","All students, Undergraduate total","953","458","11","119","67","-2"
"140234","LaGrange College","2017","All students, Undergraduate total","937","481","8","201","11","-2"
"140340","Herzing University-Atlanta","2017","All students, Undergraduate total","593","448","33","427","19","-2"
"140553","Morehouse College","2017","All students, Undergraduate total","2202","0","2","2069","14","-2"
"140696","Oglethorpe University","2017","All students, Undergraduate total","1250","736","52","298","132","-2"
"140720","Paine College","2017","All students, Undergraduate total","426","242","1","364","16","-2"
"140872","Reinhardt University","2017","All students, Undergraduate total","1408","666","9","267","111","-2"
"140988","Shorter University","2017","All students, Undergraduate total","1403","799","9","364","81","-2"
"141060","Spelman College","2017","All students, Undergraduate total","2137","2137","0","2071","2","-2"
"141185","Toccoa Falls College","2017","All students, Undergraduate total","1411","826","89","123","66","-2"
"141237","Truett McConnell University","2017","All students, Undergraduate total","2573","1437","24","96","57","-2"
"141325","Wesleyan College","2017","All students, Undergraduate total","564","551","12","166","28","-2"
"141361","Young Harris College","2017","All students, Undergraduate total","1202","710","11","77","39","-2"
"141981","University of Hawaii-West Oahu","2017","All students, Undergraduate total","3082","2028","1120","61","380","-2"
"142294","The College of Idaho","2017","All students, Undergraduate total","936","471","21","33","128","-2"
"142328","Lewis-Clark State College","2017","All students, Undergraduate total","3746","2325","53","34","255","-2"
"142522","Brigham Young University-Idaho","2017","All students, Undergraduate total","51881","29897","336","185","1182","-2"
"143084","Augustana College","2017","All students, Undergraduate total","2647","1527","65","106","256","-2"
"143288","Blackburn College","2017","All students, Undergraduate total","554","314","5","62","25","-2"
"144883","East-West University","2017","All students, Undergraduate total","430","215","14","228","84","-2"
"144971","Eureka College","2017","All students, Undergraduate total","614","310","3","40","18","-2"
"145646","Illinois Wesleyan University","2017","All students, Undergraduate total","1649","901","94","86","135","-2"
"145691","Illinois College","2017","All students, Undergraduate total","959","490","10","101","85","-2"
"146393","Kendall College","2017","All students, Undergraduate total","1027","754","26","150","168","-2"
"146427","Knox College","2017","All students, Undergraduate total","1356","779","72","107","197","-2"
"146481","Lake Forest College","2017","All students, Undergraduate total","1508","863","87","82","217","-2"
"146825","MacMurray College","2017","All students, Undergraduate total","521","285","2","48","37","-2"
"147244","Millikin University","2017","All students, Undergraduate total","1950","1115","31","285","133","-2"
"147341","Monmouth College","2017","All students, Undergraduate total","1033","523","11","107","105","-2"
"148016","Principia College","2017","All students, Undergraduate total","455","223","10","11","11","-2"
"149505","Trinity Christian College","2017","All students, Undergraduate total","1107","744","11","92","133","-2"
"149781","Wheaton College","2017","All students, Undergraduate total","2391","1294","210","64","133","-2"
"150400","DePauw University","2017","All students, Undergraduate total","2158","1116","80","112","145","-2"
"150455","Earlham College","2017","All students, Undergraduate total","1060","587","57","113","78","-2"
"150604","Franklin College","2017","All students, Undergraduate total","1016","533","8","42","26","-2"
"150668","Goshen College","2017","All students, Undergraduate total","883","567","17","37","181","-2"
"150756","Hanover College","2017","All students, Undergraduate total","1089","587","12","58","37","-2"
"150774","Holy Cross College","2017","All students, Undergraduate total","557","215","15","60","71","-2"
"150941","Huntington University","2017","All students, Undergraduate total","1076","622","4","29","61","-2"
"151333","Indiana University-Kokomo","2017","All students, Undergraduate total","2876","1853","27","121","155","-2"
"151777","Manchester University","2017","All students, Undergraduate total","1266","650","18","93","84","-2"
"151810","Martin University","2017","All students, Undergraduate total","263","189","1","241","3","-2"
"152099","Oakland City University","2017","All students, Undergraduate total","1113","628","5","34","17","-2"
"152381","Saint Mary-of-the-Woods College","2017","All students, Undergraduate total","660","595","2","28","14","-2"
"152390","Saint Mary's College","2017","All students, Undergraduate total","1531","1522","30","35","164","-2"
"152530","Taylor University","2017","All students, Undergraduate total","2110","1184","73","74","81","-2"
"152567","Trine University","2017","All students, Undergraduate total","4098","1833","103","181","337","-2"
"152673","Wabash College","2017","All students, Undergraduate total","864","0","9","54","71","-2"
"152992","Briar Cliff University","2017","All students, Undergraduate total","945","559","19","96","145","-2"
"153001","Buena Vista University","2017","All students, Undergraduate total","1804","1157","18","54","81","-2"
"153108","Central College","2017","All students, Undergraduate total","1237","620","18","30","67","-2"
"153126","Clarke University","2017","All students, Undergraduate total","768","493","10","49","56","-2"
"153144","Coe College","2017","All students, Undergraduate total","1394","782","51","107","140","-2"
"153162","Cornell College","2017","All students, Undergraduate total","1009","496","35","59","88","-2"
"153250","Dordt College","2017","All students, Undergraduate total","1448","695","11","29","43","-2"
"153375","Grand View University","2017","All students, Undergraduate total","1788","999","47","123","81","-2"
"153384","Grinnell College","2017","All students, Undergraduate total","1712","910","129","100","119","-2"
"153621","Iowa Wesleyan University","2017","All students, Undergraduate total","628","324","37","104","65","-2"
"153825","Loras College","2017","All students, Undergraduate total","1397","670","11","32","105","-2"
"153834","Luther College","2017","All students, Undergraduate total","2053","1137","28","39","97","-2"
"154101","Northwestern College","2017","All students, Undergraduate total","1041","589","14","13","45","-2"
"154350","Simpson College","2017","All students, Undergraduate total","1432","782","27","32","56","-2"
"154518","Waldorf University","2017","All students, Undergraduate total","2126","792","44","281","204","-2"
"154527","Wartburg College","2017","All students, Undergraduate total","1527","806","21","75","75","-2"
"154712","Benedictine College","2017","All students, Undergraduate total","2085","1140","19","66","143","-2"
"154721","Bethany College","2017","All students, Undergraduate total","775","327","6","111","131","-2"
"154749","Bethel College-North Newton","2017","All students, Undergraduate total","503","266","10","82","47","-2"
"154855","Central Christian College of Kansas","2017","All students, Undergraduate total","865","414","9","171","105","-2"
"155414","Kansas Wesleyan University","2017","All students, Undergraduate total","693","284","3","95","111","-2"
"155511","McPherson College","2017","All students, Undergraduate total","725","259","8","85","97","-2"
"155627","Ottawa University-Ottawa","2017","All students, Undergraduate total","671","276","14","82","69","-2"
"155636","Ottawa University-Kansas City","2017","All students, Undergraduate total","345","236","11","27","28","-2"
"155937","Sterling College","2017","All students, Undergraduate total","697","289","17","119","90","-2"
"155973","Tabor College","2017","All students, Undergraduate total","711","327","3","79","93","-2"
"156189","Alice Lloyd College","2017","All students, Undergraduate total","598","331","2","10","15","-2"
"156295","Berea College","2017","All students, Undergraduate total","1670","964","34","249","185","-2"
"156356","Brescia University","2017","All students, Undergraduate total","1175","833","16","145","66","-2"
"156408","Centre College","2017","All students, Undergraduate total","1450","741","68","68","78","-2"
"156745","Georgetown College","2017","All students, Undergraduate total","1061","570","8","96","1","-2"
"157058","Kentucky State University","2017","All students, Undergraduate total","1757","1048","16","847","36","-2"
"157076","Kentucky Wesleyan College","2017","All students, Undergraduate total","716","343","9","115","14","-2"
"157100","Kentucky Christian University","2017","All students, Undergraduate total","592","271","0","76","12","-2"
"157535","University of Pikeville","2017","All students, Undergraduate total","1560","853","12","98","13","-2"
"157818","Transylvania University","2017","All students, Undergraduate total","966","580","10","40","44","-2"
"158477","Centenary College of Louisiana","2017","All students, Undergraduate total","533","299","16","86","51","-2"
"158802","Dillard University","2017","All students, Undergraduate total","1290","962","2","1179","0","-2"
"159382","Louisiana State University-Alexandria","2017","All students, Undergraduate total","3372","2230","47","558","68","-2"
"160065","University of Holy Cross","2017","All students, Undergraduate total","912","787","33","256","95","-2"
"160959","College of the Atlantic","2017","All students, Undergraduate total","349","262","9","4","10","-2"
"160977","Bates College","2017","All students, Undergraduate total","1787","905","70","87","145","-2"
"161004","Bowdoin College","2017","All students, Undergraduate total","1816","908","120","117","202","-2"
"161086","Colby College","2017","All students, Undergraduate total","1917","1000","137","75","140","-2"
"161217","University of Maine at Augusta","2017","All students, Undergraduate total","4014","2831","34","46","80","-2"
"161226","University of Maine at Farmington","2017","All students, Undergraduate total","1811","1202","11","40","34","-2"
"161235","University of Maine at Fort Kent","2017","All students, Undergraduate total","1760","1255","9","33","33","-2"
"161244","University of Maine at Machias","2017","All students, Undergraduate total","701","484","2","14","33","-2"
"161299","Maine Maritime Academy","2017","All students, Undergraduate total","1018","155","11","10","23","-2"
"161341","University of Maine at Presque Isle","2017","All students, Undergraduate total","1414","872","10","31","32","-2"
"161572","Unity College","2017","All students, Undergraduate total","704","358","6","5","8","-2"
"162654","Goucher College","2017","All students, Undergraduate total","1538","1036","63","228","130","-2"
"163912","St Mary's College of Maryland","2017","All students, Undergraduate total","1570","905","63","141","121","-2"
"163976","St. John's College","2017","All students, Undergraduate total","458","215","19","8","26","-2"
"164155","United States Naval Academy","2017","All students, Undergraduate total","4495","1204","318","293","528","-2"
"164216","Washington College","2017","All students, Undergraduate total","1484","861","50","118","82","-2"
"164270","McDaniel College","2017","All students, Undergraduate total","1590","809","41","223","100","-2"
"164465","Amherst College","2017","All students, Undergraduate total","1836","908","262","209","234","-2"
"164720","Becker College","2017","All students, Undergraduate total","1882","1096","44","131","152","-2"
"165671","Emmanuel College","2017","All students, Undergraduate total","1947","1425","81","104","192","-2"
"165936","Gordon College","2017","All students, Undergraduate total","1591","999","83","92","129","-2"
"166018","Hampshire College","2017","All students, Undergraduate total","1268","802","29","94","155","-2"
"166124","College of the Holy Cross","2017","All students, Undergraduate total","2855","1460","136","127","291","-2"
"166939","Mount Holyoke College","2017","All students, Undergraduate total","2210","2207","218","117","153","-2"
"166948","Mount Ida College","2017","All students, Undergraduate total","1522","1054","40","128","192","-2"
"167251","Newbury College","2017","All students, Undergraduate total","620","348","39","210","107","-2"
"167288","Massachusetts College of Liberal Arts","2017","All students, Undergraduate total","1407","869","32","117","121","-2"
"167455","Pine Manor College","2017","All students, Undergraduate total","419","202","8","102","62","-2"
"167792","Bard College at Simon's Rock","2017","All students, Undergraduate total","401","230","29","25","9","-2"
"167835","Smith College","2017","All students, Undergraduate total","2521","2520","275","166","260","-2"
"167996","Stonehill College","2017","All students, Undergraduate total","2498","1474","48","109","112","-2"
"168218","Wellesley College","2017","All students, Undergraduate total","2508","2454","555","147","284","-2"
"168281","Wheaton College","2017","All students, Undergraduate total","1688","1036","86","98","139","-2"
"168342","Williams College","2017","All students, Undergraduate total","2080","989","256","170","268","-2"
"168528","Adrian College","2017","All students, Undergraduate total","1671","829","6","112","84","-2"
"168546","Albion College","2017","All students, Undergraduate total","1568","825","41","199","143","-2"
"168591","Alma College","2017","All students, Undergraduate total","1426","811","20","48","72","-2"
"169080","Calvin College","2017","All students, Undergraduate total","3746","2006","173","118","199","-2"
"169363","Concordia University-Ann Arbor","2017","All students, Undergraduate total","904","479","9","93","8","-2"
"170286","Hillsdale College","2017","All students, Undergraduate total","1512","742","0","0","0","-2"
"170301","Hope College","2017","All students, Undergraduate total","3150","1926","67","86","241","-2"
"170532","Kalamazoo College","2017","All students, Undergraduate total","1436","815","112","114","183","-2"
"170639","Lake Superior State University","2017","All students, Undergraduate total","1963","1015","11","17","36","-2"
"170967","Rochester College","2017","All students, Undergraduate total","1153","732","8","178","18","-2"
"171599","Olivet College","2017","All students, Undergraduate total","1177","492","4","211","70","-2"
"171881","Kuyper College","2017","All students, Undergraduate total","184","117","5","4","4","-2"
"172440","Finlandia University","2017","All students, Undergraduate total","402","206","6","37","17","-2"
"173142","Bethany Lutheran College","2017","All students, Undergraduate total","651","348","4","18","29","-2"
"173258","Carleton College","2017","All students, Undergraduate total","2078","1070","156","97","167","-2"
"173300","Concordia College at Moorhead","2017","All students, Undergraduate total","2034","1181","32","40","41","-2"
"173647","Gustavus Adolphus College","2017","All students, Undergraduate total","2181","1228","109","53","111","-2"
"173902","Macalester College","2017","All students, Undergraduate total","2136","1299","139","71","160","-2"
"174075","University of Minnesota-Crookston","2017","All students, Undergraduate total","2834","1533","49","115","79","-2"
"174251","University of Minnesota-Morris","2017","All students, Undergraduate total","1627","916","53","33","75","-2"
"174437","North Central University","2017","All students, Undergraduate total","1076","615","33","50","61","-2"
"174747","College of Saint Benedict","2017","All students, Undergraduate total","1937","1937","110","56","134","-2"
"174792","Saint Johns University","2017","All students, Undergraduate total","1720","0","53","82","137","-2"
"174844","St Olaf College","2017","All students, Undergraduate total","3035","1749","213","77","180","-2"
"174862","Crown College","2017","All students, Undergraduate total","1059","570","64","75","60","-2"
"175430","Blue Mountain College","2017","All students, Undergraduate total","588","321","2","73","9","-2"
"175980","Millsaps College","2017","All students, Undergraduate total","807","396","36","136","4","-2"
"176318","Rust College","2017","All students, Undergraduate total","860","529","0","824","0","-2"
"176406","Tougaloo College","2017","All students, Undergraduate total","793","527","0","771","5","-2"
"176947","Central Methodist University-College of Liberal Arts and Sciences","2017","All students, Undergraduate total","1060","559","3","86","41","-2"
"177144","Culver-Stockton College","2017","All students, Undergraduate total","1093","548","3","126","65","-2"
"177542","Hannibal-LaGrange University","2017","All students, Undergraduate total","910","540","4","35","23","-2"
"177551","Harris-Stowe State University","2017","All students, Undergraduate total","1442","949","8","1148","40","-2"
"178341","Missouri Southern State University","2017","All students, Undergraduate total","6021","3638","117","388","403","-2"
"178369","Missouri Valley College","2017","All students, Undergraduate total","1798","812","11","265","158","-2"
"178387","Missouri Western State University","2017","All students, Undergraduate total","5292","3117","75","473","100","-2"
"178697","College of the Ozarks","2017","All students, Undergraduate total","1508","831","11","10","37","-2"
"179946","Westminster College","2017","All students, Undergraduate total","767","339","17","57","28","-2"
"179955","William Jewell College","2017","All students, Undergraduate total","928","543","11","43","39","-2"
"180106","Carroll College","2017","All students, Undergraduate total","1362","814","19","9","63","-2"
"180258","University of Providence","2017","All students, Undergraduate total","930","648","36","25","115","-2"
"180416","Montana Tech of the University of Montana","2017","All students, Undergraduate total","1659","541","6","16","26","-2"
"180522","Montana State University-Northern","2017","All students, Undergraduate total","1163","515","4","19","50","-2"
"180595","Rocky Mountain College","2017","All students, Undergraduate total","898","440","6","24","48","-2"
"180692","The University of Montana-Western","2017","All students, Undergraduate total","1538","974","10","18","51","-2"
"181020","Doane University-Arts & Sciences","2017","All students, Undergraduate total","1069","504","12","19","80","-2"
"181093","Grace University","2017","All students, Undergraduate total","221","119","5","26","18","-2"
"181127","Hastings College","2017","All students, Undergraduate total","1155","563","12","44","78","-2"
"181330","Midland University","2017","All students, Undergraduate total","1658","849","33","84","143","-2"
"181738","Union College","2017","All students, Undergraduate total","781","456","32","60","166","-2"
"181853","York College","2017","All students, Undergraduate total","431","196","5","66","77","-2"
"182634","Colby-Sawyer College","2017","All students, Undergraduate total","982","685","29","55","23","-2"
"183071","University of New Hampshire at Manchester","2017","All students, Undergraduate total","737","386","31","15","39","-2"
"183239","Saint Anselm College","2017","All students, Undergraduate total","1964","1196","23","36","74","-2"
"183257","Granite State College","2017","All students, Undergraduate total","1758","1283","18","51","66","-2"
"183275","Thomas More College of Liberal Arts","2017","All students, Undergraduate total","90","48","0","1","4","-2"
"183822","Bloomfield College","2017","All students, Undergraduate total","1839","1153","31","927","516","-2"
"184348","Drew University","2017","All students, Undergraduate total","1537","879","77","107","181","-2"
"189088","Bard College","2017","All students, Undergraduate total","1938","1138","79","129","127","-2"
"189097","Barnard College","2017","All students, Undergraduate total","2544","2544","378","155","304","-2"
"189848","Cazenovia College","2017","All students, Undergraduate total","893","638","13","80","48","-2"
"190099","Colgate University","2017","All students, Undergraduate total","2882","1575","117","135","257","-2"
"190248","Concordia College-New York","2017","All students, Undergraduate total","1129","837","38","193","233","-2"
"190372","Cooper Union for the Advancement of Science and Art","2017","All students, Undergraduate total","868","300","172","27","83","-2"
"190646","CUNY Medgar Evers College","2017","All students, Undergraduate total","6652","4788","171","5053","1014","-2"
"190655","CUNY New York City College of Technology","2017","All students, Undergraduate total","17279","7633","3420","5047","5826","-2"
"190691","CUNY York College","2017","All students, Undergraduate total","8393","5250","2121","3117","2186","-2"
"190983","Elmira College","2017","All students, Undergraduate total","938","668","22","46","30","-2"
"191205","Five Towns College","2017","All students, Undergraduate total","628","202","13","143","100","-2"
"191515","Hamilton College","2017","All students, Undergraduate total","1901","1011","137","82","167","-2"
"191533","Hartwick College","2017","All students, Undergraduate total","1201","708","34","113","108","-2"
"191621","Hilbert College","2017","All students, Undergraduate total","746","413","3","44","25","-2"
"191630","Hobart William Smith Colleges","2017","All students, Undergraduate total","2237","1137","77","135","106","-2"
"191676","Houghton College","2017","All students, Undergraduate total","1030","642","36","40","19","-2"
"192864","Marymount Manhattan College","2017","All students, Undergraduate total","2150","1662","57","179","346","-2"
"194392","Paul Smiths College of Arts and Science","2017","All students, Undergraduate total","771","268","6","25","34","-2"
"195173","St Francis College","2017","All students, Undergraduate total","2288","1360","101","428","489","-2"
"195216","St Lawrence University","2017","All students, Undergraduate total","2414","1345","33","78","118","-2"
"195304","Sarah Lawrence College","2017","All students, Undergraduate total","1399","1000","61","60","129","-2"
"195474","Siena College","2017","All students, Undergraduate total","3164","1685","133","102","257","-2"
"195526","Skidmore College","2017","All students, Undergraduate total","2680","1599","131","132","246","-2"
"196042","Farmingdale State College","2017","All students, Undergraduate total","9552","4124","797","925","1939","-2"
"196219","SUNY at Purchase College","2017","All students, Undergraduate total","4063","2321","180","493","902","-2"
"196866","Union College","2017","All students, Undergraduate total","2267","1048","128","85","163","-2"
"197027","United States Merchant Marine Academy","2017","All students, Undergraduate total","954","160","73","25","96","-2"
"197036","United States Military Academy","2017","All students, Undergraduate total","4491","984","372","537","451","-2"
"197133","Vassar College","2017","All students, Undergraduate total","2353","1393","297","97","264","-2"
"197230","Wells College","2017","All students, Undergraduate total","488","311","9","65","66","-2"
"197911","Barton College","2017","All students, Undergraduate total","887","609","11","201","69","-2"
"197984","Belmont Abbey College","2017","All students, Undergraduate total","1555","793","19","257","63","-2"
"197993","Bennett College","2017","All students, Undergraduate total","493","491","1","418","16","-2"
"198066","Brevard College","2017","All students, Undergraduate total","677","304","8","86","43","-2"
"198215","Catawba College","2017","All students, Undergraduate total","1322","705","10","256","91","-2"
"198303","Chowan University","2017","All students, Undergraduate total","1498","800","5","1042","54","-2"
"198385","Davidson College","2017","All students, Undergraduate total","1810","893","100","123","140","-2"
"198598","Greensboro College","2017","All students, Undergraduate total","946","430","11","322","25","-2"
"198613","Guilford College","2017","All students, Undergraduate total","1674","891","89","417","137","-2"
"198695","High Point University","2017","All students, Undergraduate total","4467","2632","79","211","230","-2"
"198756","Johnson C Smith University","2017","All students, Undergraduate total","1394","850","2","1174","50","-2"
"198808","Lees-McRae College","2017","All students, Undergraduate total","921","621","4","56","59","-2"
"198862","Livingstone College","2017","All students, Undergraduate total","1150","565","1","916","0","-2"
"198899","Mars Hill University","2017","All students, Undergraduate total","1263","700","24","228","52","-2"
"198950","Meredith College","2017","All students, Undergraduate total","1682","1680","54","140","139","-2"
"199069","University of Mount Olive","2017","All students, Undergraduate total","3207","2102","26","900","96","-2"
"199111","University of North Carolina at Asheville","2017","All students, Undergraduate total","3826","2173","77","174","238","-2"
"199209","North Carolina Wesleyan College","2017","All students, Undergraduate total","2093","1222","14","886","71","-2"
"199272","William Peace University","2017","All students, Undergraduate total","930","481","16","257","81","-2"
"199582","Saint Augustine's University","2017","All students, Undergraduate total","974","440","0","823","8","-2"
"199607","Salem College","2017","All students, Undergraduate total","824","804","15","158","122","-2"
"199643","Shaw University","2017","All students, Undergraduate total","1546","904","16","1140","1","-2"
"199698","St. Andrews University","2017","All students, Undergraduate total","638","291","5","151","24","-2"
"199865","Warren Wilson College","2017","All students, Undergraduate total","589","368","3","28","39","-2"
"200059","Dickinson State University","2017","All students, Undergraduate total","1425","868","11","59","76","-2"
"200156","University of Jamestown","2017","All students, Undergraduate total","914","456","6","33","64","-2"
"200226","Mayville State University","2017","All students, Undergraduate total","1097","665","7","59","68","-2"
"200572","Valley City State University","2017","All students, Undergraduate total","1372","783","11","35","71","-2"
"201371","Bluffton University","2017","All students, Undergraduate total","739","365","4","65","30","-2"
"201654","Cedarville University","2017","All students, Undergraduate total","3535","1886","58","41","86","-2"
"201690","Central State University","2017","All students, Undergraduate total","1784","1055","2","1631","11","-2"
"201964","Ohio Christian University","2017","All students, Undergraduate total","3990","2598","20","1008","91","-2"
"202514","Defiance College","2017","All students, Undergraduate total","584","255","5","75","42","-2"
"202523","Denison University","2017","All students, Undergraduate total","2341","1297","94","153","214","-2"
"203128","Hiram College","2017","All students, Undergraduate total","1210","655","14","158","42","-2"
"203535","Kenyon College","2017","All students, Undergraduate total","1677","936","57","58","119","-2"
"203845","Marietta College","2017","All students, Undergraduate total","1065","415","9","51","24","-2"
"204185","University of Mount Union","2017","All students, Undergraduate total","2095","1011","15","134","54","-2"
"204501","Oberlin College","2017","All students, Undergraduate total","2827","1626","111","151","219","-2"
"204635","Ohio Northern University","2017","All students, Undergraduate total","2312","1025","34","91","21","-2"
"204671","Ohio State University-Lima Campus","2017","All students, Undergraduate total","1007","574","18","44","36","-2"
"204909","Ohio Wesleyan University","2017","All students, Undergraduate total","1560","829","51","159","87","-2"
"205443","Shawnee State University","2017","All students, Undergraduate total","3406","1852","24","168","22","-2"
"206330","Urbana University","2017","All students, Undergraduate total","1508","776","17","184","25","-2"
"206491","Wilberforce University","2017","All students, Undergraduate total","609","330","0","556","0","-2"
"206507","Wilmington College","2017","All students, Undergraduate total","1169","618","4","116","28","-2"
"206525","Wittenberg University","2017","All students, Undergraduate total","1857","999","24","179","73","-2"
"206589","The College of Wooster","2017","All students, Undergraduate total","1980","1082","102","172","101","-2"
"206613","Wright State University-Lake Campus","2017","All students, Undergraduate total","1037","571","7","15","29","-2"
"207351","Oklahoma Panhandle State University","2017","All students, Undergraduate total","1138","576","9","89","291","-2"
"207403","Oklahoma Baptist University","2017","All students, Undergraduate total","1965","1161","23","96","38","-2"
"207661","Rogers State University","2017","All students, Undergraduate total","3697","2195","58","141","217","-2"
"207722","University of Science and Arts of Oklahoma","2017","All students, Undergraduate total","882","570","5","36","86","-2"
"207856","Southwestern Christian University","2017","All students, Undergraduate total","620","284","4","108","57","-2"
"209056","Lewis & Clark College","2017","All students, Undergraduate total","2106","1223","118","56","235","-2"
"209065","Linfield College-McMinnville Campus","2017","All students, Undergraduate total","1535","922","77","30","250","-2"
"209506","Oregon Institute of Technology","2017","All students, Undergraduate total","5380","2640","389","100","586","-2"
"209922","Reed College","2017","All students, Undergraduate total","1447","779","89","30","148","-2"
"210304","Warner Pacific College","2017","All students, Undergraduate total","400","238","19","38","136","-2"
