"unitid","institution name","year","EF2017A.Level of student","EF2017A.Grand total","EF2017A.Grand total women","EF2017A.Asian total","EF2017A.Black or African American total","EF2017A.Hispanic total","IDX_EF"
"210401","Willamette University","2017","All students, Undergraduate total","1948","1120","160","41","227","-2"
"210492","Bryn Athyn College of the New Church","2017","All students, Undergraduate total","331","168","7","51","23","-2"
"210571","Albright College","2017","All students, Undergraduate total","2015","1195","51","419","249","-2"
"210669","Allegheny College","2017","All students, Undergraduate total","1802","982","50","155","155","-2"
"211273","Bryn Mawr College","2017","All students, Undergraduate total","1334","1332","163","81","122","-2"
"211291","Bucknell University","2017","All students, Undergraduate total","3611","1827","184","127","249","-2"
"211468","Cedar Crest College","2017","All students, Undergraduate total","1433","1257","38","130","213","-2"
"211477","Central Penn College","2017","All students, Undergraduate total","1196","774","36","252","52","-2"
"211608","Cheyney University of Pennsylvania","2017","All students, Undergraduate total","723","345","4","564","35","-2"
"212009","Dickinson College","2017","All students, Undergraduate total","2382","1385","83","112","198","-2"
"212197","Elizabethtown College","2017","All students, Undergraduate total","1671","1035","54","49","58","-2"
"212577","Franklin and Marshall College","2017","All students, Undergraduate total","2283","1238","117","140","223","-2"
"212674","Gettysburg College","2017","All students, Undergraduate total","2411","1271","53","85","183","-2"
"212805","Grove City College","2017","All students, Undergraduate total","2373","1157","40","18","29","-2"
"212911","Haverford College","2017","All students, Undergraduate total","1296","673","155","89","123","-2"
"213251","Juniata College","2017","All students, Undergraduate total","1485","825","50","42","76","-2"
"213303","Keystone College","2017","All students, Undergraduate total","1456","937","16","122","100","-2"
"213358","La Roche College","2017","All students, Undergraduate total","1378","752","24","131","47","-2"
"213385","Lafayette College","2017","All students, Undergraduate total","2594","1345","111","129","171","-2"
"213668","Lycoming College","2017","All students, Undergraduate total","1217","612","13","144","124","-2"
"213996","Messiah College","2017","All students, Undergraduate total","2759","1653","68","58","141","-2"
"214157","Moravian College","2017","All students, Undergraduate total","2083","1247","40","93","213","-2"
"214175","Muhlenberg College","2017","All students, Undergraduate total","2367","1418","76","93","162","-2"
"214591","Pennsylvania State University-Penn State Erie-Behrend College","2017","All students, Undergraduate total","4345","1446","146","128","137","-2"
"214625","Pennsylvania State University-Penn State New Kensington","2017","All students, Undergraduate total","595","239","6","19","17","-2"
"214634","Pennsylvania State University-Penn State Shenango","2017","All students, Undergraduate total","490","351","4","31","11","-2"
"214643","Pennsylvania State University-Penn State Wilkes-Barre","2017","All students, Undergraduate total","456","144","5","24","21","-2"
"214652","Pennsylvania State University-Penn State Worthington Scranton","2017","All students, Undergraduate total","1029","501","73","39","77","-2"
"214670","Pennsylvania State University-Penn State Lehigh Valley","2017","All students, Undergraduate total","900","392","78","53","128","-2"
"214689","Pennsylvania State University-Penn State Altoona","2017","All students, Undergraduate total","3482","1567","110","196","192","-2"
"214698","Pennsylvania State University-Penn State Beaver","2017","All students, Undergraduate total","655","273","21","49","29","-2"
"214704","Pennsylvania State University-Penn State Berks","2017","All students, Undergraduate total","2719","1126","124","206","337","-2"
"214731","Pennsylvania State University-Penn State Brandywine","2017","All students, Undergraduate total","1438","607","179","232","88","-2"
"214786","Pennsylvania State University-Penn State Greater Allegheny","2017","All students, Undergraduate total","497","181","31","92","21","-2"
"214801","Pennsylvania State University-Penn State Abington","2017","All students, Undergraduate total","3888","1981","589","490","406","-2"
"214810","Pennsylvania State University-Penn State Schuylkill","2017","All students, Undergraduate total","732","427","17","97","54","-2"
"214829","Pennsylvania State University-Penn State York","2017","All students, Undergraduate total","967","402","54","55","61","-2"
"214883","Peirce College","2017","All students, Undergraduate total","1389","996","31","904","104","-2"
"215266","University of Pittsburgh-Bradford","2017","All students, Undergraduate total","1336","734","32","169","68","-2"
"215275","University of Pittsburgh-Greensburg","2017","All students, Undergraduate total","1523","822","69","92","90","-2"
"215284","University of Pittsburgh-Johnstown","2017","All students, Undergraduate total","2784","1242","54","117","51","-2"
"215798","Saint Vincent College","2017","All students, Undergraduate total","1667","754","24","96","59","-2"
"216278","Susquehanna University","2017","All students, Undergraduate total","2351","1320","46","130","157","-2"
"216287","Swarthmore College","2017","All students, Undergraduate total","1577","795","261","116","192","-2"
"216357","Thiel College","2017","All students, Undergraduate total","766","327","31","100","26","-2"
"216524","Ursinus College","2017","All students, Undergraduate total","1507","794","66","106","101","-2"
"216542","University of Valley Forge","2017","All students, Undergraduate total","704","371","10","112","111","-2"
"216667","Washington & Jefferson College","2017","All students, Undergraduate total","1405","671","26","73","64","-2"
"216807","Westminster College","2017","All students, Undergraduate total","1191","636","11","60","23","-2"
"217013","Wilson College","2017","All students, Undergraduate total","827","674","8","47","42","-2"
"217624","Allen University","2017","All students, Undergraduate total","590","313","1","552","4","-2"
"217721","Benedict College","2017","All students, Undergraduate total","2090","1071","7","1999","36","-2"
"217873","Claflin University","2017","All students, Undergraduate total","2038","1376","26","1862","40","-2"
"217907","Coker College","2017","All students, Undergraduate total","1023","610","5","341","32","-2"
"217998","Erskine College","2017","All students, Undergraduate total","575","279","11","60","15","-2"
"218070","Furman","2017","All students, Undergraduate total","2734","1616","56","166","147","-2"
"218229","Lander University","2017","All students, Undergraduate total","2787","1911","59","739","59","-2"
"218238","Limestone College","2017","All students, Undergraduate total","2597","1436","11","1119","86","-2"
"218399","Morris College","2017","All students, Undergraduate total","747","447","1","731","5","-2"
"218414","Newberry College","2017","All students, Undergraduate total","1181","518","5","295","42","-2"
"218539","Presbyterian College","2017","All students, Undergraduate total","1016","521","9","121","34","-2"
"218645","University of South Carolina-Aiken","2017","All students, Undergraduate total","3354","2162","36","894","152","-2"
"218654","University of South Carolina-Beaufort","2017","All students, Undergraduate total","2077","1411","26","459","151","-2"
"218742","University of South Carolina-Upstate","2017","All students, Undergraduate total","5775","3737","154","1660","312","-2"
"218919","Voorhees College","2017","All students, Undergraduate total","475","278","1","458","4","-2"
"218973","Wofford College","2017","All students, Undergraduate total","1678","907","39","130","69","-2"
"219000","Augustana University","2017","All students, Undergraduate total","1749","1072","24","37","48","-2"
"219091","Dakota Wesleyan University","2017","All students, Undergraduate total","792","456","6","14","19","-2"
"219204","National American University-Rapid City","2017","All students, Undergraduate total","1346","1040","15","461","81","-2"
"220181","Fisk University","2017","All students, Undergraduate total","664","450","1","562","9","-2"
"220206","Welch College","2017","All students, Undergraduate total","348","186","3","22","7","-2"
"220598","Lane College","2017","All students, Undergraduate total","1420","660","2","1320","4","-2"
"220604","Le Moyne-Owen College","2017","All students, Undergraduate total","863","579","0","843","5","-2"
"220701","Martin Methodist College","2017","All students, Undergraduate total","977","603","1","94","28","-2"
"220710","Maryville College","2017","All students, Undergraduate total","1181","640","11","151","42","-2"
"221351","Rhodes College","2017","All students, Undergraduate total","1988","1115","121","160","106","-2"
"221519","Sewanee-The University of the South","2017","All students, Undergraduate total","1702","899","22","78","100","-2"
"221731","Tennessee Wesleyan University","2017","All students, Undergraduate total","935","590","9","84","45","-2"
"222983","Austin College","2017","All students, Undergraduate total","1214","619","161","103","259","-2"
"224527","East Texas Baptist University","2017","All students, Undergraduate total","1421","761","5","253","153","-2"
"225548","Howard Payne University","2017","All students, Undergraduate total","981","467","11","104","205","-2"
"225575","Huston-Tillotson University","2017","All students, Undergraduate total","1052","635","1","654","283","-2"
"225885","Jarvis Christian College","2017","All students, Undergraduate total","909","488","0","682","79","-2"
"226587","McMurry University","2017","All students, Undergraduate total","1105","528","16","169","278","-2"
"227429","Paul Quinn College","2017","All students, Undergraduate total","519","287","0","387","119","-2"
"228042","Schreiner University","2017","All students, Undergraduate total","1249","719","10","48","480","-2"
"228343","Southwestern University","2017","All students, Undergraduate total","1396","799","46","74","330","-2"
"228468","Southwestern Adventist University","2017","All students, Undergraduate total","798","458","33","109","355","-2"
"228884","Texas College","2017","All students, Undergraduate total","992","404","1","863","76","-2"
"228981","Texas Lutheran University","2017","All students, Undergraduate total","1359","710","9","141","459","-2"
"229887","Wiley College","2017","All students, Undergraduate total","1323","806","1","1079","64","-2"
"230047","Brigham Young University-Hawaii","2017","All students, Undergraduate total","3143","1936","89","6","144","-2"
"230630","Stevens-Henager College","2017","All students, Undergraduate total","143","55","2","2","18","-2"
"230816","Bennington College","2017","All students, Undergraduate total","775","501","16","28","73","-2"
"230834","Castleton University","2017","All students, Undergraduate total","1855","983","19","33","47","-2"
"230931","Lyndon State College","2017","All students, Undergraduate total","1071","466","14","29","41","-2"
"230940","Marlboro College","2017","All students, Undergraduate total","185","98","2","7","5","-2"
"230959","Middlebury College","2017","All students, Undergraduate total","2549","1317","162","105","244","-2"
"231059","Saint Michael's College","2017","All students, Undergraduate total","1792","995","25","37","93","-2"
"231077","College of St Joseph","2017","All students, Undergraduate total","237","133","3","61","30","-2"
"231086","Southern Vermont College","2017","All students, Undergraduate total","361","206","5","31","33","-2"
"231095","Sterling College","2017","All students, Undergraduate total","154","86","0","2","4","-2"
"231420","Averett University","2017","All students, Undergraduate total","927","418","5","266","45","-2"
"231554","Bluefield College","2017","All students, Undergraduate total","948","506","2","202","45","-2"
"231581","Bridgewater College","2017","All students, Undergraduate total","1882","1024","21","294","122","-2"
"232025","Emory & Henry College","2017","All students, Undergraduate total","1000","508","14","84","35","-2"
"232089","Ferrum College","2017","All students, Undergraduate total","1137","497","9","380","58","-2"
"232256","Hampden-Sydney College","2017","All students, Undergraduate total","1046","1","5","46","40","-2"
"232308","Hollins University","2017","All students, Undergraduate total","645","642","14","74","35","-2"
"233295","Randolph-Macon College","2017","All students, Undergraduate total","1453","786","28","134","62","-2"
"233301","Randolph College","2017","All students, Undergraduate total","663","421","19","101","40","-2"
"233374","University of Richmond","2017","All students, Undergraduate total","3265","1755","262","244","284","-2"
"233426","Roanoke College","2017","All students, Undergraduate total","2035","1176","20","115","95","-2"
"233611","Southern Virginia University","2017","All students, Undergraduate total","911","449","7","32","35","-2"
"233718","Sweet Briar College","2017","All students, Undergraduate total","319","313","9","25","34","-2"
"233897","The University of Virginia's College at Wise","2017","All students, Undergraduate total","2095","1269","26","236","36","-2"
"234085","Virginia Military Institute","2017","All students, Undergraduate total","1722","206","72","104","122","-2"
"234164","Virginia Union University","2017","All students, Undergraduate total","1295","702","4","1189","18","-2"
"234173","Virginia Wesleyan University","2017","All students, Undergraduate total","1436","858","20","370","122","-2"
"234207","Washington and Lee University","2017","All students, Undergraduate total","1827","881","62","41","82","-2"
"236328","University of Puget Sound","2017","All students, Undergraduate total","2413","1451","148","29","204","-2"
"237057","Whitman College","2017","All students, Undergraduate total","1510","855","75","22","107","-2"
"237118","Alderson Broaddus University","2017","All students, Undergraduate total","952","424","8","222","44","-2"
"237181","Bethany College","2017","All students, Undergraduate total","601","237","5","121","27","-2"
"237215","Bluefield State College","2017","All students, Undergraduate total","1379","873","11","117","18","-2"
"237358","Davis & Elkins College","2017","All students, Undergraduate total","837","497","2","45","28","-2"
"237385","Glenville State College","2017","All students, Undergraduate total","1655","713","5","184","24","-2"
"237640","Ohio Valley University","2017","All students, Undergraduate total","527","265","5","32","23","-2"
"237792","Shepherd University","2017","All students, Undergraduate total","3421","1933","64","269","140","-2"
"237899","West Virginia State University","2017","All students, Undergraduate total","3755","2160","20","337","51","-2"
"237932","West Liberty University","2017","All students, Undergraduate total","2176","1352","8","58","17","-2"
"237950","West Virginia University Institute of Technology","2017","All students, Undergraduate total","1623","717","23","95","42","-2"
"238333","Beloit College","2017","All students, Undergraduate total","1402","740","45","93","142","-2"
"238476","Carthage College","2017","All students, Undergraduate total","2741","1531","58","175","222","-2"
"239017","Lawrence University","2017","All students, Undergraduate total","1467","786","77","71","129","-2"
"239071","Maranatha Baptist University","2017","All students, Undergraduate total","926","521","12","14","26","-2"
"239512","Northland College","2017","All students, Undergraduate total","635","342","8","16","30","-2"
"239628","Ripon College","2017","All students, Undergraduate total","756","407","7","28","65","-2"
"239716","Saint Norbert College","2017","All students, Undergraduate total","2067","1177","31","28","85","-2"
"240338","Wisconsin Lutheran College","2017","All students, Undergraduate total","992","541","18","49","62","-2"
"240374","University of Wisconsin-Parkside","2017","All students, Undergraduate total","4137","2177","149","375","660","-2"
"240426","University of Wisconsin-Superior","2017","All students, Undergraduate total","2373","1464","30","38","62","-2"
"241128","American University of Puerto Rico","2017","All students, Undergraduate total","652","337","0","0","652","-2"
"241191","Universidad Adventista de las Antillas","2017","All students, Undergraduate total","1173","708","4","13","1128","-2"
"241386","Caribbean University-Carolina","2017","All students, Undergraduate total","352","255","0","0","352","-2"
"241720","Colegio Universitario de San Juan","2017","All students, Undergraduate total","1480","870","0","0","1480","-2"
"242644","Inter American University of Puerto Rico-Barranquitas","2017","All students, Undergraduate total","1789","1119","0","0","1788","-2"
"242680","Inter American University of Puerto Rico-Fajardo","2017","All students, Undergraduate total","1982","1152","0","3","1978","-2"
"242699","Inter American University of Puerto Rico-Guayama","2017","All students, Undergraduate total","1799","1218","0","2","1793","-2"
"242705","Inter American University of Puerto Rico-Bayamon","2017","All students, Undergraduate total","4507","1983","2","12","4422","-2"
"243106","University of Puerto Rico-Aguadilla","2017","All students, Undergraduate total","3426","1893","0","67","3226","-2"
"243115","University of Puerto Rico-Arecibo","2017","All students, Undergraduate total","3799","2236","0","0","3799","-2"
"243133","University of Puerto Rico-Bayamon","2017","All students, Undergraduate total","4531","2290","0","0","4531","-2"
"243142","University of Puerto Rico-Carolina","2017","All students, Undergraduate total","3792","2295","0","0","3792","-2"
"243151","University of Puerto Rico-Cayey","2017","All students, Undergraduate total","3496","2289","0","0","3496","-2"
"243179","University of Puerto Rico-Humacao","2017","All students, Undergraduate total","3723","2350","1","66","3360","-2"
"243212","University of Puerto Rico-Ponce","2017","All students, Undergraduate total","3150","1836","0","0","3150","-2"
"243586","Pontifical Catholic University of Puerto Rico-Mayaguez","2017","All students, Undergraduate total","1304","800","0","0","1296","-2"
"243832","EDP University of Puerto Rico Inc-San Juan","2017","All students, Undergraduate total","1963","1307","0","0","1963","-2"
"245652","St. John's College","2017","All students, Undergraduate total","322","142","7","3","30","-2"
"245847","Antioch University-Santa Barbara","2017","All students, Undergraduate total","103","68","3","4","24","-2"
"262129","New College of Florida","2017","All students, Undergraduate total","835","527","25","26","148","-2"
"363916","Caribbean University-Vega Baja","2017","All students, Undergraduate total","254","173","0","0","254","-2"
"384254","Beacon College","2017","All students, Undergraduate total","348","144","12","52","20","-2"
"385619","Everglades University","2017","All students, Undergraduate total","2099","1083","33","364","378","-2"
"398130","Mt Sierra College","2017","All students, Undergraduate total","202","49","25","12","74","-2"
"399911","Soka University of America","2017","All students, Undergraduate total","412","256","55","16","42","-2"
"414823","Johnson & Wales University-North Miami","2017","All students, Undergraduate total","1453","930","9","528","337","-2"
"414878","Trine University-Regional/Non-Traditional Campuses","2017","All students, Undergraduate total","368","244","3","24","22","-2"
"421832","Living Arts College","2017","All students, Undergraduate total","263","179","2","136","18","-2"
"428259","Ottawa University-Milwaukee","2017","All students, Undergraduate total","166","131","4","26","12","-2"
"432241","University of Phoenix-Oregon","2017","All students, Undergraduate total","18","13","0","0","4","-2"
"437325","Linfield College-Online and Continuing Education","2017","All students, Undergraduate total","261","205","12","5","19","-2"
"440466","University of Phoenix-Idaho","2017","All students, Undergraduate total","5","2","0","0","1","-2"
"441900","Nevada State College","2017","All students, Undergraduate total","4216","3170","497","349","1373","-2"
"443410","DigiPen Institute of Technology","2017","All students, Undergraduate total","1028","243","62","14","60","-2"
"446048","Ave Maria University","2017","All students, Undergraduate total","1072","546","22","57","160","-2"
"447050","United States University","2017","All students, Undergraduate total","99","81","7","24","26","-2"
"447689","Georgia Gwinnett College","2017","All students, Undergraduate total","12287","6913","1295","3971","2332","-2"
"449870","University of the West","2017","All students, Undergraduate total","185","107","12","2","75","-2"
"450085","The Art Institute of Charleston","2017","All students, Undergraduate total","316","199","2","84","21","-2"
"450298","Strayer University-Delaware","2017","All students, Undergraduate total","267","197","1","142","20","-2"
"454184","The King's College","2017","All students, Undergraduate total","555","356","21","34","38","-2"
"454582","Ottawa University-Online","2017","All students, Undergraduate total","157","107","3","20","14","-2"
"455770","Providence Christian College","2017","All students, Undergraduate total","167","78","2","7","47","-2"
"456621","Strayer University-West Virginia","2017","All students, Undergraduate total","142","89","0","12","3","-2"
"457484","Pacific Rim Christian University","2017","All students, Undergraduate total","121","56","15","8","16","-2"
"457697","City Vision University","2017","All students, Undergraduate total","102","57","0","42","2","-2"
"458496","The Art Institute of Virginia Beach","2017","All students, Undergraduate total","370","204","8","154","41","-2"
"458973","Strayer University-Texas","2017","All students, Undergraduate total","1749","1214","21","966","277","-2"
"458982","The Art Institute of San Antonio","2017","All students, Undergraduate total","747","346","7","128","388","-2"
"459268","South University–Virginia Beach","2017","All students, Undergraduate total","453","349","28","198","44","-2"
"459851","Herzing University-Brookfield","2017","All students, Undergraduate total","238","179","16","32","18","-2"
"460783","Remington College-Heathrow Campus","2017","All students, Undergraduate total","267","227","5","126","35","-2"
"461236","Georgia Christian University","2017","All students, Undergraduate total","21","10","13","1","0","-2"
"461795","North American University","2017","All students, Undergraduate total","340","136","16","38","50","-2"
"462354","John Paul the Great Catholic University","2017","All students, Undergraduate total","260","124","8","2","62","-2"
"468024","South University-Novi","2017","All students, Undergraduate total","277","229","6","136","7","-2"
"475200","Whitworth University-Adult Degree Programs","2017","All students, Undergraduate total","314","224","2","10","21","-2"
"480073","South University-Austin","2017","All students, Undergraduate total","390","291","12","87","140","-2"
"480134","Elizabethtown College School of Continuing and Professional Studies","2017","All students, Undergraduate total","336","212","2","18","24","-2"
"481720","South University-High Point","2017","All students, Undergraduate total","309","260","8","144","17","-2"
"482158","Middle Georgia State University","2017","All students, Undergraduate total","7221","4188","185","2356","328","-2"
"484622","University of Phoenix-Arkansas","2017","All students, Undergraduate total","26","19","0","7","3","-2"
"484701","University of Phoenix-Missouri","2017","All students, Undergraduate total","73","54","0","36","6","-2"
"484783","University of Phoenix-Pennsylvania","2017","All students, Undergraduate total","141","101","1","70","6","-2"
