"unitid","institution name","year","EF2016A.Level of student","EF2016A.Grand total","EF2016A.Grand total women","EF2016A.Asian total","EF2016A.Black or African American total","EF2016A.Hispanic total","IDX_EF"
"142294","The College of Idaho","2016","All students, Undergraduate total","953","478","15","23","128","-2"
"142328","Lewis-Clark State College","2016","All students, Undergraduate total","3924","2429","42","41","126","-2"
"142522","Brigham Young University-Idaho","2016","All students, Undergraduate total","44821","25760","329","196","1116","-2"
"143084","Augustana College","2016","All students, Undergraduate total","2537","1450","55","95","250","-2"
"143288","Blackburn College","2016","All students, Undergraduate total","596","322","5","72","17","-2"
"144883","East-West University","2016","All students, Undergraduate total","514","255","11","295","103","-2"
"144971","Eureka College","2016","All students, Undergraduate total","672","343","4","34","18","-2"
"145646","Illinois Wesleyan University","2016","All students, Undergraduate total","1771","950","77","77","123","-2"
"145691","Illinois College","2016","All students, Undergraduate total","958","506","10","112","88","-2"
"146393","Kendall College","2016","All students, Undergraduate total","1200","894","37","196","193","-2"
"146427","Knox College","2016","All students, Undergraduate total","1359","802","87","107","195","-2"
"146481","Lake Forest College","2016","All students, Undergraduate total","1540","882","84","91","244","-2"
"146825","MacMurray College","2016","All students, Undergraduate total","552","276","1","56","34","-2"
"147244","Millikin University","2016","All students, Undergraduate total","1970","1146","26","268","126","-2"
"147341","Monmouth College","2016","All students, Undergraduate total","1147","599","18","110","129","-2"
"148016","Principia College","2016","All students, Undergraduate total","479","242","7","9","21","-2"
"149505","Trinity Christian College","2016","All students, Undergraduate total","1193","796","13","105","139","-2"
"149781","Wheaton College","2016","All students, Undergraduate total","2456","1307","226","66","134","-2"
"150400","DePauw University","2016","All students, Undergraduate total","2225","1179","72","123","119","-2"
"150455","Earlham College","2016","All students, Undergraduate total","1031","575","58","116","69","-2"
"150604","Franklin College","2016","All students, Undergraduate total","1015","524","10","49","37","-2"
"150668","Goshen College","2016","All students, Undergraduate total","800","483","14","33","146","-2"
"150756","Hanover College","2016","All students, Undergraduate total","1090","623","12","56","31","-2"
"150774","Holy Cross College","2016","All students, Undergraduate total","618","257","14","77","60","-2"
"150941","Huntington University","2016","All students, Undergraduate total","996","549","2","20","46","-2"
"151333","Indiana University-Kokomo","2016","All students, Undergraduate total","3977","2605","45","150","202","-2"
"151777","Manchester University","2016","All students, Undergraduate total","1272","661","20","84","70","-2"
"151810","Martin University","2016","All students, Undergraduate total","279","188","1","257","3","-2"
"152099","Oakland City University","2016","All students, Undergraduate total","1269","729","3","37","20","-2"
"152266","Purdue University-North Central Campus","2016","All students, Undergraduate total","6064","3720","129","317","829","-2"
"152363","Saint Josephs College","2016","All students, Undergraduate total","950","494","4","94","54","-2"
"152381","Saint Mary-of-the-Woods College","2016","All students, Undergraduate total","690","639","7","34","13","-2"
"152390","Saint Mary's College","2016","All students, Undergraduate total","1625","1605","33","33","179","-2"
"152530","Taylor University","2016","All students, Undergraduate total","2131","1212","66","71","83","-2"
"152567","Trine University","2016","All students, Undergraduate total","3354","1441","71","206","241","-2"
"152673","Wabash College","2016","All students, Undergraduate total","842","0","11","54","71","-2"
"152992","Briar Cliff University","2016","All students, Undergraduate total","1117","620","14","93","154","-2"
"153001","Buena Vista University","2016","All students, Undergraduate total","1921","1269","23","42","67","-2"
"153108","Central College","2016","All students, Undergraduate total","1248","655","17","30","52","-2"
"153126","Clarke University","2016","All students, Undergraduate total","801","529","10","42","50","-2"
"153144","Coe College","2016","All students, Undergraduate total","1406","806","29","87","120","-2"
"153162","Cornell College","2016","All students, Undergraduate total","978","487","29","51","113","-2"
"153250","Dordt College","2016","All students, Undergraduate total","1454","699","15","27","38","-2"
"153375","Grand View University","2016","All students, Undergraduate total","1910","1050","53","157","84","-2"
"153384","Grinnell College","2016","All students, Undergraduate total","1699","929","130","98","127","-2"
"153621","Iowa Wesleyan University","2016","All students, Undergraduate total","520","275","30","85","44","-2"
"153825","Loras College","2016","All students, Undergraduate total","1463","694","13","33","102","-2"
"153834","Luther College","2016","All students, Undergraduate total","2169","1199","35","45","99","-2"
"154101","Northwestern College","2016","All students, Undergraduate total","1091","614","9","18","53","-2"
"154350","Simpson College","2016","All students, Undergraduate total","1543","858","23","38","67","-2"
"154518","Waldorf University","2016","All students, Undergraduate total","1913","683","41","300","160","-2"
"154527","Wartburg College","2016","All students, Undergraduate total","1482","771","20","76","56","-2"
"154712","Benedictine College","2016","All students, Undergraduate total","2245","1219","24","68","143","-2"
"154721","Bethany College","2016","All students, Undergraduate total","721","287","10","118","106","-2"
"154749","Bethel College-North Newton","2016","All students, Undergraduate total","460","231","5","65","25","-2"
"154855","Central Christian College of Kansas","2016","All students, Undergraduate total","1013","513","16","190","111","-2"
"155414","Kansas Wesleyan University","2016","All students, Undergraduate total","693","306","4","78","103","-2"
"155511","McPherson College","2016","All students, Undergraduate total","703","250","5","74","85","-2"
"155627","Ottawa University-Ottawa","2016","All students, Undergraduate total","643","248","3","76","34","-2"
"155636","Ottawa University-Kansas City","2016","All students, Undergraduate total","379","258","14","43","0","-2"
"155937","Sterling College","2016","All students, Undergraduate total","678","316","7","74","81","-2"
"155973","Tabor College","2016","All students, Undergraduate total","670","311","3","63","85","-2"
"156189","Alice Lloyd College","2016","All students, Undergraduate total","605","331","0","5","6","-2"
"156295","Berea College","2016","All students, Undergraduate total","1665","940","32","242","157","-2"
"156356","Brescia University","2016","All students, Undergraduate total","977","733","6","140","66","-2"
"156408","Centre College","2016","All students, Undergraduate total","1430","729","65","72","59","-2"
"156745","Georgetown College","2016","All students, Undergraduate total","986","533","8","83","1","-2"
"157058","Kentucky State University","2016","All students, Undergraduate total","1568","956","13","734","35","-2"
"157076","Kentucky Wesleyan College","2016","All students, Undergraduate total","785","400","8","114","10","-2"
"157100","Kentucky Christian University","2016","All students, Undergraduate total","479","238","1","52","8","-2"
"157535","University of Pikeville","2016","All students, Undergraduate total","1658","874","9","114","24","-2"
"157818","Transylvania University","2016","All students, Undergraduate total","963","562","13","37","60","-2"
"158477","Centenary College of Louisiana","2016","All students, Undergraduate total","490","278","15","78","35","-2"
"158802","Dillard University","2016","All students, Undergraduate total","1261","920","0","1127","6","-2"
"159382","Louisiana State University-Alexandria","2016","All students, Undergraduate total","3276","2189","50","565","72","-2"
"160065","University of Holy Cross","2016","All students, Undergraduate total","765","639","27","123","49","-2"
"160959","College of the Atlantic","2016","All students, Undergraduate total","337","246","9","3","16","-2"
"160977","Bates College","2016","All students, Undergraduate total","1780","899","75","103","154","-2"
"161004","Bowdoin College","2016","All students, Undergraduate total","1806","904","110","110","192","-2"
"161086","Colby College","2016","All students, Undergraduate total","1879","985","112","70","132","-2"
"161217","University of Maine at Augusta","2016","All students, Undergraduate total","4416","3174","26","43","64","-2"
"161226","University of Maine at Farmington","2016","All students, Undergraduate total","1782","1168","15","39","29","-2"
"161235","University of Maine at Fort Kent","2016","All students, Undergraduate total","1904","1316","11","42","28","-2"
"161244","University of Maine at Machias","2016","All students, Undergraduate total","745","512","2","19","38","-2"
"161299","Maine Maritime Academy","2016","All students, Undergraduate total","1014","154","12","10","17","-2"
"161341","University of Maine at Presque Isle","2016","All students, Undergraduate total","1326","826","12","22","19","-2"
"161572","Unity College","2016","All students, Undergraduate total","729","373","11","5","14","-2"
"162654","Goucher College","2016","All students, Undergraduate total","1473","999","62","194","126","-2"
"163912","St Mary's College of Maryland","2016","All students, Undergraduate total","1598","902","67","138","139","-2"
"163976","St. John's College","2016","All students, Undergraduate total","434","196","18","6","21","-2"
"164155","United States Naval Academy","2016","All students, Undergraduate total","4528","1168","322","302","513","-2"
"164216","Washington College","2016","All students, Undergraduate total","1479","831","40","106","68","-2"
"164270","McDaniel College","2016","All students, Undergraduate total","1567","799","48","223","104","-2"
"164465","Amherst College","2016","All students, Undergraduate total","1849","927","260","214","253","-2"
"164720","Becker College","2016","All students, Undergraduate total","2178","1332","38","184","213","-2"
"165671","Emmanuel College","2016","All students, Undergraduate total","2012","1497","86","97","200","-2"
"165936","Gordon College","2016","All students, Undergraduate total","1657","1046","82","82","119","-2"
"166018","Hampshire College","2016","All students, Undergraduate total","1321","821","32","74","138","-2"
"166124","College of the Holy Cross","2016","All students, Undergraduate total","2720","1388","139","119","267","-2"
"166939","Mount Holyoke College","2016","All students, Undergraduate total","2199","2198","229","119","171","-2"
"166948","Mount Ida College","2016","All students, Undergraduate total","1357","942","34","133","153","-2"
"167251","Newbury College","2016","All students, Undergraduate total","751","433","48","254","120","-2"
"167288","Massachusetts College of Liberal Arts","2016","All students, Undergraduate total","1444","903","31","133","105","-2"
"167455","Pine Manor College","2016","All students, Undergraduate total","461","236","8","121","48","-2"
"167792","Bard College at Simon's Rock","2016","All students, Undergraduate total","372","225","40","16","11","-2"
"167835","Smith College","2016","All students, Undergraduate total","2514","2512","290","151","254","-2"
"167996","Stonehill College","2016","All students, Undergraduate total","2481","1483","52","116","125","-2"
"168218","Wellesley College","2016","All students, Undergraduate total","2482","2426","513","129","264","-2"
"168281","Wheaton College","2016","All students, Undergraduate total","1651","1024","83","97","121","-2"
"168342","Williams College","2016","All students, Undergraduate total","2093","1020","264","153","254","-2"
"168528","Adrian College","2016","All students, Undergraduate total","1653","799","7","116","92","-2"
"168546","Albion College","2016","All students, Undergraduate total","1418","739","38","130","94","-2"
"168591","Alma College","2016","All students, Undergraduate total","1451","838","21","56","71","-2"
"169080","Calvin College","2016","All students, Undergraduate total","3806","2064","156","108","161","-2"
"169363","Concordia University-Ann Arbor","2016","All students, Undergraduate total","851","461","8","77","18","-2"
"170286","Hillsdale College","2016","All students, Undergraduate total","1486","738","0","0","0","-2"
"170301","Hope College","2016","All students, Undergraduate total","3234","1970","63","80","276","-2"
"170532","Kalamazoo College","2016","All students, Undergraduate total","1443","801","105","84","146","-2"
"170639","Lake Superior State University","2016","All students, Undergraduate total","2099","1076","10","25","41","-2"
"170967","Rochester College","2016","All students, Undergraduate total","1155","724","7","162","12","-2"
"171599","Olivet College","2016","All students, Undergraduate total","1045","431","5","166","50","-2"
"171881","Kuyper College","2016","All students, Undergraduate total","208","128","6","8","1","-2"
"172440","Finlandia University","2016","All students, Undergraduate total","507","260","3","52","28","-2"
"173142","Bethany Lutheran College","2016","All students, Undergraduate total","587","333","2","13","22","-2"
"173258","Carleton College","2016","All students, Undergraduate total","2105","1074","178","92","156","-2"
"173300","Concordia College at Moorhead","2016","All students, Undergraduate total","2114","1238","29","36","42","-2"
"173647","Gustavus Adolphus College","2016","All students, Undergraduate total","2250","1205","98","54","110","-2"
"173902","Macalester College","2016","All students, Undergraduate total","2146","1280","142","59","134","-2"
"174075","University of Minnesota-Crookston","2016","All students, Undergraduate total","2676","1412","49","114","69","-2"
"174251","University of Minnesota-Morris","2016","All students, Undergraduate total","1771","992","57","34","78","-2"
"174394","Sanford-Brown College-Mendota Heights","2016","All students, Undergraduate total","6","2","0","1","0","-2"
"174437","North Central University","2016","All students, Undergraduate total","1080","624","24","43","62","-2"
"174747","College of Saint Benedict","2016","All students, Undergraduate total","1958","1958","111","60","135","-2"
"174792","Saint Johns University","2016","All students, Undergraduate total","1754","0","48","81","133","-2"
"174844","St Olaf College","2016","All students, Undergraduate total","3040","1711","194","63","176","-2"
"174862","Crown College","2016","All students, Undergraduate total","1059","578","68","68","68","-2"
"175430","Blue Mountain College","2016","All students, Undergraduate total","546","300","1","56","13","-2"
"175980","Millsaps College","2016","All students, Undergraduate total","802","392","21","113","34","-2"
"176318","Rust College","2016","All students, Undergraduate total","1005","606","0","965","0","-2"
"176406","Tougaloo College","2016","All students, Undergraduate total","843","554","0","827","3","-2"
"176947","Central Methodist University-College of Liberal Arts and Sciences","2016","All students, Undergraduate total","1094","565","5","83","33","-2"
"177144","Culver-Stockton College","2016","All students, Undergraduate total","1058","542","6","119","53","-2"
"177542","Hannibal-LaGrange University","2016","All students, Undergraduate total","1043","649","5","30","23","-2"
"177551","Harris-Stowe State University","2016","All students, Undergraduate total","1464","976","13","1168","39","-2"
"178341","Missouri Southern State University","2016","All students, Undergraduate total","6117","3571","123","379","373","-2"
"178369","Missouri Valley College","2016","All students, Undergraduate total","1787","784","13","278","136","-2"
"178387","Missouri Western State University","2016","All students, Undergraduate total","5120","3013","70","439","60","-2"
"178697","College of the Ozarks","2016","All students, Undergraduate total","1517","830","12","12","26","-2"
"179946","Westminster College","2016","All students, Undergraduate total","876","389","19","60","38","-2"
"179955","William Jewell College","2016","All students, Undergraduate total","992","573","12","40","40","-2"
"180106","Carroll College","2016","All students, Undergraduate total","1380","811","19","6","76","-2"
"180258","University of Providence","2016","All students, Undergraduate total","883","606","35","22","87","-2"
"180416","Montana Tech of the University of Montana","2016","All students, Undergraduate total","1817","585","10","19","27","-2"
"180522","Montana State University-Northern","2016","All students, Undergraduate total","1139","506","5","31","25","-2"
"180595","Rocky Mountain College","2016","All students, Undergraduate total","908","451","7","20","52","-2"
"180692","The University of Montana-Western","2016","All students, Undergraduate total","1505","921","10","18","57","-2"
"181020","Doane University-Arts & Sciences","2016","All students, Undergraduate total","1047","511","10","28","84","-2"
"181093","Grace University","2016","All students, Undergraduate total","312","176","10","39","28","-2"
"181127","Hastings College","2016","All students, Undergraduate total","1186","593","11","38","85","-2"
"181330","Midland University","2016","All students, Undergraduate total","1555","792","11","24","31","-2"
"181738","Union College","2016","All students, Undergraduate total","807","473","32","56","166","-2"
"181853","York College","2016","All students, Undergraduate total","405","183","7","71","69","-2"
"182634","Colby-Sawyer College","2016","All students, Undergraduate total","1095","761","19","68","37","-2"
"183071","University of New Hampshire at Manchester","2016","All students, Undergraduate total","756","390","32","8","34","-2"
"183239","Saint Anselm College","2016","All students, Undergraduate total","1930","1184","18","33","63","-2"
"183257","Granite State College","2016","All students, Undergraduate total","1854","1372","20","47","66","-2"
"183275","Thomas More College of Liberal Arts","2016","All students, Undergraduate total","92","50","2","0","4","-2"
"183822","Bloomfield College","2016","All students, Undergraduate total","1995","1260","53","975","554","-2"
"184348","Drew University","2016","All students, Undergraduate total","1521","903","80","131","154","-2"
"189088","Bard College","2016","All students, Undergraduate total","1970","1143","124","153","67","-2"
"189097","Barnard College","2016","All students, Undergraduate total","2510","2507","351","161","315","-2"
"189848","Cazenovia College","2016","All students, Undergraduate total","1042","755","7","80","59","-2"
"190099","Colgate University","2016","All students, Undergraduate total","2882","1583","106","130","265","-2"
"190248","Concordia College-New York","2016","All students, Undergraduate total","929","605","35","182","216","-2"
"190372","Cooper Union for the Advancement of Science and Art","2016","All students, Undergraduate total","876","297","168","29","82","-2"
"190646","CUNY Medgar Evers College","2016","All students, Undergraduate total","6819","4894","173","5208","981","-2"
"190655","CUNY New York City College of Technology","2016","All students, Undergraduate total","17282","7698","3396","5129","5729","-2"
"190691","CUNY York College","2016","All students, Undergraduate total","8258","5406","1856","2934","2472","-2"
"190983","Elmira College","2016","All students, Undergraduate total","1101","770","25","50","41","-2"
"191205","Five Towns College","2016","All students, Undergraduate total","668","228","18","137","97","-2"
"191515","Hamilton College","2016","All students, Undergraduate total","1883","968","130","75","149","-2"
"191533","Hartwick College","2016","All students, Undergraduate total","1396","837","40","124","108","-2"
"191621","Hilbert College","2016","All students, Undergraduate total","809","453","2","53","30","-2"
"191630","Hobart William Smith Colleges","2016","All students, Undergraduate total","2262","1142","79","135","122","-2"
"191676","Houghton College","2016","All students, Undergraduate total","1043","653","29","34","11","-2"
"192864","Marymount Manhattan College","2016","All students, Undergraduate total","2069","1586","83","199","338","-2"
"194392","Paul Smiths College of Arts and Science","2016","All students, Undergraduate total","851","300","4","21","52","-2"
"195173","St Francis College","2016","All students, Undergraduate total","2563","1504","108","485","528","-2"
"195216","St Lawrence University","2016","All students, Undergraduate total","2377","1304","38","75","105","-2"
"195304","Sarah Lawrence College","2016","All students, Undergraduate total","1438","1030","62","60","127","-2"
"195474","Siena College","2016","All students, Undergraduate total","3178","1649","137","117","240","-2"
"195526","Skidmore College","2016","All students, Undergraduate total","2680","1614","132","106","242","-2"
"196042","Farmingdale State College","2016","All students, Undergraduate total","9235","4059","767","904","1692","-2"
"196219","SUNY at Purchase College","2016","All students, Undergraduate total","4053","2288","154","442","759","-2"
"196866","Union College","2016","All students, Undergraduate total","2203","1000","130","93","157","-2"
"197027","United States Merchant Marine Academy","2016","All students, Undergraduate total","904","169","73","23","95","-2"
"197036","United States Military Academy","2016","All students, Undergraduate total","4389","881","268","468","513","-2"
"197133","Vassar College","2016","All students, Undergraduate total","2424","1391","299","108","260","-2"
"197230","Wells College","2016","All students, Undergraduate total","510","334","8","67","65","-2"
"197911","Barton College","2016","All students, Undergraduate total","988","690","14","222","68","-2"
"197984","Belmont Abbey College","2016","All students, Undergraduate total","1523","800","30","283","19","-2"
"197993","Bennett College","2016","All students, Undergraduate total","474","470","2","396","15","-2"
"198066","Brevard College","2016","All students, Undergraduate total","704","308","7","91","35","-2"
"198215","Catawba College","2016","All students, Undergraduate total","1297","697","14","242","92","-2"
"198303","Chowan University","2016","All students, Undergraduate total","1525","822","3","1069","56","-2"
"198385","Davidson College","2016","All students, Undergraduate total","1796","885","97","121","132","-2"
"198598","Greensboro College","2016","All students, Undergraduate total","946","478","9","309","24","-2"
"198613","Guilford College","2016","All students, Undergraduate total","1809","942","86","440","122","-2"
"198695","High Point University","2016","All students, Undergraduate total","4546","2706","76","244","218","-2"
"198756","Johnson C Smith University","2016","All students, Undergraduate total","1326","809","3","1112","57","-2"
"198808","Lees-McRae College","2016","All students, Undergraduate total","991","654","11","64","42","-2"
"198862","Livingstone College","2016","All students, Undergraduate total","1204","609","0","900","0","-2"
"198899","Mars Hill University","2016","All students, Undergraduate total","1371","727","22","271","74","-2"
"198950","Meredith College","2016","All students, Undergraduate total","1685","1682","53","144","98","-2"
"199069","University of Mount Olive","2016","All students, Undergraduate total","3250","2184","14","943","103","-2"
"199111","University of North Carolina at Asheville","2016","All students, Undergraduate total","3798","2188","71","164","219","-2"
"199209","North Carolina Wesleyan College","2016","All students, Undergraduate total","2086","1234","17","914","51","-2"
"199272","William Peace University","2016","All students, Undergraduate total","1034","612","16","336","72","-2"
"199582","Saint Augustine's University","2016","All students, Undergraduate total","944","434","1","840","10","-2"
"199607","Salem College","2016","All students, Undergraduate total","931","904","20","191","130","-2"
"199643","Shaw University","2016","All students, Undergraduate total","1713","968","3","1122","5","-2"
"199698","St. Andrews University","2016","All students, Undergraduate total","688","323","5","117","11","-2"
"199865","Warren Wilson College","2016","All students, Undergraduate total","650","401","7","35","58","-2"
"200059","Dickinson State University","2016","All students, Undergraduate total","1381","815","8","56","81","-2"
"200156","University of Jamestown","2016","All students, Undergraduate total","955","476","10","48","68","-2"
"200226","Mayville State University","2016","All students, Undergraduate total","1108","640","2","90","71","-2"
"200572","Valley City State University","2016","All students, Undergraduate total","1295","749","9","41","60","-2"
"201371","Bluffton University","2016","All students, Undergraduate total","865","431","4","52","33","-2"
"201654","Cedarville University","2016","All students, Undergraduate total","3380","1770","69","46","104","-2"
"201690","Central State University","2016","All students, Undergraduate total","1729","956","3","1609","13","-2"
"201964","Ohio Christian University","2016","All students, Undergraduate total","4213","2705","23","1072","97","-2"
"202514","Defiance College","2016","All students, Undergraduate total","608","282","3","59","39","-2"
"202523","Denison University","2016","All students, Undergraduate total","2277","1257","93","150","216","-2"
"203128","Hiram College","2016","All students, Undergraduate total","1090","558","12","162","39","-2"
"203535","Kenyon College","2016","All students, Undergraduate total","1708","938","61","60","78","-2"
"203845","Marietta College","2016","All students, Undergraduate total","1144","442","14","55","24","-2"
"204185","University of Mount Union","2016","All students, Undergraduate total","2140","1024","18","151","58","-2"
"204501","Oberlin College","2016","All students, Undergraduate total","2895","1640","113","156","221","-2"
"204635","Ohio Northern University","2016","All students, Undergraduate total","2274","1013","31","89","21","-2"
"204671","Ohio State University-Lima Campus","2016","All students, Undergraduate total","1024","556","23","42","21","-2"
"204909","Ohio Wesleyan University","2016","All students, Undergraduate total","1638","854","54","143","83","-2"
"205443","Shawnee State University","2016","All students, Undergraduate total","3621","1963","19","205","27","-2"
"206330","Urbana University","2016","All students, Undergraduate total","2023","1068","15","167","23","-2"
"206491","Wilberforce University","2016","All students, Undergraduate total","624","358","0","566","0","-2"
"206507","Wilmington College","2016","All students, Undergraduate total","1140","625","4","131","20","-2"
"206525","Wittenberg University","2016","All students, Undergraduate total","1960","1088","24","179","67","-2"
"206589","The College of Wooster","2016","All students, Undergraduate total","2003","1097","97","163","101","-2"
"206613","Wright State University-Lake Campus","2016","All students, Undergraduate total","1302","691","7","33","25","-2"
"207351","Oklahoma Panhandle State University","2016","All students, Undergraduate total","1207","620","12","108","302","-2"
"207403","Oklahoma Baptist University","2016","All students, Undergraduate total","1960","1179","24","115","42","-2"
"207661","Rogers State University","2016","All students, Undergraduate total","3883","2364","49","126","184","-2"
"207689","St. Gregory's University","2016","All students, Undergraduate total","636","372","6","36","71","-2"
"207722","University of Science and Arts of Oklahoma","2016","All students, Undergraduate total","813","533","6","28","75","-2"
"207856","Southwestern Christian University","2016","All students, Undergraduate total","746","353","8","164","68","-2"
"209056","Lewis & Clark College","2016","All students, Undergraduate total","2134","1311","122","47","215","-2"
