"unitid","institution name","year","IC2009.Religious affiliation","DRVHR2009.Average salary equated to 9-month contracts of full-time instructional staff - all ranks","DRVGR2009.Graduation rate - Bachelor degree within 6 years, total","DRVIC2009.Percent admitted - total","DRVIC2009.Admissions yield - total","IC2009.SAT Critical Reading 25th percentile score","IC2009.SAT Critical Reading 75th percentile score","IC2009.SAT Math 25th percentile score","IC2009.SAT Math 75th percentile score","IC2009.ACT Composite 25th percentile score","IC2009.ACT Composite 75th percentile score","F0809_F2.Total expenses","F0809_F2.Instruction-Total amount","F0809_F2.Value of endowment assets at the end of the fiscal year"
"100812","Athens State University","2009","Not applicable","68440",,,,,,,,,,,,
"100937","Birmingham Southern College","2009","United Methodist","65947","72","59","28","520","640","520","630","23","28","60637807","17654473","66376843"
"101073","Concordia College Alabama","2009","Lutheran Church - Missouri Synod","37823","17",,,,,,,,,"8456091","2582532","2650030"
"101116","South University-Montgomery","2009","Not applicable","45099","50","89","74",,,,,,,,,
"101435","Huntingdon College","2009","United Methodist","51999","46","67","31","450","610","430","560","19","24","19613024","6824686","37431495"
"101541","Judson College","2009","Baptist","51208","37","82","31","480","550","470","550","18","28","7969985","2846080","11972268"
"101675","Miles College","2009","Christian Methodist Episcopal","33969","21",,,,,,,,,"24123076","9575964","12624782"
"101693","University of Mobile","2009","Southern Baptist","40238","62","78","37","470","590","430","540","19","25","21068950","8441260","10443950"
"101912","Oakwood University","2009","Seventh Day Adventists","46946","40","56","49","400","530","360","490","16","21","38467819","11781180","4679087"
"102234","Spring Hill College","2009","Roman Catholic","50794","61","55","15","480","600","480","570","21","26","39028934","9633453","19368652"
"102270","Stillman College","2009","Presbyterian Church (USA)","45347","21","44","15","380","450","370","470","16","19","21257651","4186029","15570438"
"102298","Talladega College","2009","United Church of Christ","40351","22",,,,,,,,,"12134969","2334224","4602339"
"104090","Brookline College-Phoenix","2009","Not applicable","42428","71",,,,,,,,,,,
"104586","Embry-Riddle Aeronautical University-Prescott","2009","Not applicable","67597","55","85","36","480","605","520","640","21","28",,,
"105899","Arizona Christian University","2009","Baptist","48394","43","63","56","470","500","450","610","20","25","5831987","2455936","778311"
"106342","Lyon College","2009","Presbyterian Church (USA)","56085","46","67","19","545","618","545","610","22","27","17198309","6350405","44736897"
"106412","University of Arkansas at Pine Bluff","2009","Not applicable","46675","25","33","62","370","490","360","480","14","18",,,
"106713","Central Baptist College","2009","Baptist","39133","25","80","87",,,,,"20","29","5345602","1846797","1061882"
"107080","Hendrix College","2009","United Methodist","61416","66","81","32","580","690","550","680","27","32","44122677","17460287","136696935"
"107512","Ouachita Baptist University","2009","Southern Baptist","51806","55","73","38","470","590","490","610","21","27","34967832","12497311","65350370"
"107558","University of the Ozarks","2009","Presbyterian Church (USA)","52896","42","89","29","430","530","460","560","19","25","17749169","6186208","69262147"
"107600","Philander Smith College","2009","United Methodist","40080","21","69","13","400","480","410","500","16","22","16364205","3617106","11719307"
"107877","Williams Baptist College","2009","Southern Baptist","42055","57","64","39",,,,,"19","24","6494194","1887906","7722962"
"108092","University of Arkansas-Fort Smith","2009","Not applicable","55441","23","61","64",,,,,"19","24",,,
"111188","California State University Maritime Academy","2009","Not applicable","73677","69","74","32","470","580","490","600","20","25",,,
"112084","San Diego Christian College","2009","Undenominational","46291","44","60","42","410","535","385","480","18","23","10061998","2831129","490568"
"112260","Claremont McKenna College","2009","Not applicable","100015","93","16","40","630","760","660","740","29","33","78147000","26307000","399711000"
"112394","Cogswell College","2009","Not applicable","69400","35","89","63","550","650","420","660",,,"5933073","1754700","30260"
"115409","Harvey Mudd College","2009","Not applicable","105555","91","32","28","680","770","740","790","32","35","46874666","18915556","194705411"
"115773","Humphreys University-Stockton and Modesto Campuses","2009","Not applicable","46791","0",,,,,,,,,"7533377","2827600","148741"
"116846","American Jewish University","2009","Jewish","65966","28","96","47","450","530","425","500","18","20","23725239","6999650","19255288"
"118541","Marymount California University","2009","Roman Catholic","64586",,"61","33",,,,,,,"19451942","6287371","9710436"
"120254","Occidental College","2009","Not applicable","84011","85","43","22","600","700","600","680","28","32","93515785","35810556","273552622"
"120865","Pacific Union College","2009","Seventh Day Adventists","43475","62","71","59","440","580","440","580","18","25","42052950","14012747","14866802"
"121257","Pitzer College","2009","Not applicable","85991","81","20","31",,,,,,,"43379236","21173103","77413787"
"121345","Pomona College","2009","Not applicable","101399","95","16","39","710","780","690","770","31","34","122066000","51237000","1345000000"
"122728","William Jessup University","2009","Other Protestant","48950","29","76","58","470","600","460","570","20","26","14437642","2466619","998434"
"123165","Scripps College","2009","Not applicable","94088","86","33","30","640","730","620","700","27","32","50494634","23935462","215166918"
"124292","Thomas Aquinas College","2009","Roman Catholic","87887","82","78","71","610","730","550","640","25","30","15755056","4447477","10815227"
"125727","Westmont College","2009","Not applicable","75423","80","80","22","520","650","530","650","23","29","49193326","17981917","56539766"
"125763","Whittier College","2009","Not applicable","83075","61","72","22","470","580","470","590","19","25","61033991","23870705","60840746"
"126678","Colorado College","2009","Not applicable","90056","83","32","33","620","710","620","710","28","31","106924643","33871956","376413764"
"127185","Fort Lewis College","2009","Not applicable","52841","34","68","43","470","575","460","570","20","24",,,
"127556","Colorado Mesa University","2009","Not applicable","53726","26","82","51","420","535","430","560","18","23",,,
"127680","National American University-Colorado Springs","2009","Not applicable",,"0",,,,,,,,,,,
"128328","United States Air Force Academy","2009","Not applicable","77028","78","17","81","580","665","600","690","26","32",,,
"128780","Charter Oak State College","2009","Not applicable",,,,,,,,,,,,,
"128902","Connecticut College","2009","Not applicable","80336","85","37","29",,,,,,,"94854000","34558000","165045000"
"129774","Mitchell College","2009","Not applicable","63635","24",,,,,,,,,"21958798","5087872","4289040"
"130590","Trinity College","2009","Not applicable","85638","86","41","31","590","680","610","690","26","30","128259577","48352186","339757696"
"130624","United States Coast Guard Academy","2009","Not applicable","100523","83","25","72","560","660","600","680","24","30",,,
"130697","Wesleyan University","2009","Not applicable","94243","93","27","32","640","740","660","740","30","32","187436000","81042000","476481000"
"131098","Wesley College","2009","United Methodist","47284","38","63","28","380","470","380","480",,,"39803753","9130824","4948371"
"132602","Bethune-Cookman University","2009","United Methodist","47859","36","69","29","390","470","380","460","16","19","63393489","19364294","30366485"
"133492","Eckerd College","2009","Presbyterian Church (USA)","63002","65","72","22","520","630","500","610","22","28","63633304","26468798","31384515"
"133526","Edward Waters College","2009","African Methodist Episcopal","44179","12","24","61","340","420","340","450","14","17","22560737","3961411","1660594"
"133711","Flagler College-St Augustine","2009","Not applicable","54514","52","44","49","520","590","510","590","21","24","45954558","11399840","35374449"
"133979","Florida Memorial University","2009","Baptist","59031","37","40","25",,,,,,,"37037632","8732154","9763580"
"135610","Trinity International University-Florida","2009","Evangelical Free Church of America","50589",,,,,,,,,,"3158151","1117196","189820"
"138275","Warner University","2009","Church of God","45934","41","45","52","373","551","354","574","16","23","14676543","3876516","3423779"
"138293","Webber International University","2009","Not applicable","42461","32","56","64","420","510","430","530","18","21","9151317","1885185","3149491"
"138600","Agnes Scott College","2009","Presbyterian Church (USA)","70138","67","46","26",,,,,,,"46098489","13910181","230611588"
"138868","Point University","2009","Christian Churches and Churches of Christ","46721","30","57","71","410","540","400","500","18","23","6704369","2681748","2891022"
"139205","Brewton-Parker College","2009","Baptist","44746","27","55","50","400","480","380","510","15","19","15541069","4913051","13181374"
"139393","Covenant College","2009","The Presbyterian Church in America","58927","58","64","42","520","650","510","620","22","28","31508612","8903429","18569495"
"139630","Emmanuel College","2009","Pentecostal Holiness Church","41465","41","32","70","420","540","420","540",,,"9322619","2755936","2357134"
"140234","LaGrange College","2009","United Methodist","57172","52","66","26","460","570","460","570","20","25","27813235","11756112","48364703"
"140340","Herzing University-Atlanta","2009","Not applicable","40425","19","84","100",,,,,,,,,
"140553","Morehouse College","2009","Not applicable","63348","60","68","41","460","570","470","580","18","25","81157848","25315139","104874113"
"140696","Oglethorpe University","2009","Not applicable","66885","54","42","11","550","650","510","630","23","27","21885334","6939928","16170007"
"140720","Paine College","2009","United Methodist","42717","28","39","21","340","430","330","420","14","17","16948104","7350414","7723660"
"140872","Reinhardt University","2009","United Methodist","52743","38","13","30","430","540","410","530","17","23","33748801","9437514","34587637"
"140988","Shorter University","2009","Baptist","45750","54","65","31","430","570","430","550","18","23","23001220","6833494","17695833"
"141060","Spelman College","2009","Not applicable","63091","83","35","26","490","570","470","550","20","24","84626909","25598816","285326967"
"141185","Toccoa Falls College","2009","Christ and Missionary Alliance Church","45575","62","55","31","460","580","440","550","16","21","19331027","4227406","2734342"
"141237","Truett McConnell University","2009","Southern Baptist","42912","5","62","50","370","498","388","490","15","19","7653547","1676236","6575111"
"141325","Wesleyan College","2009","United Methodist","54052","41","51","38","470","600","440","590","18","25","17349611","6284833","43958055"
"141361","Young Harris College","2009","United Methodist","52278",,"51","43","450","550","432","550",,,"18800003","6128768","84978372"
"141981","University of Hawaii-West Oahu","2009","Not applicable","73590",,"80","39","380","490","400","490","15","18",,,
"142294","The College of Idaho","2009","Not applicable","50198","61","61","36","440","575","460","595","22","27","22511623","6683507","72318589"
"142328","Lewis-Clark State College","2009","Not applicable","47785","22","98","51","450","540","438","540","17","22",,,
"142522","Brigham Young University-Idaho","2009","Latter Day Saints (Mormon Church)","66093","51","97","59","470","570","480","580","20","25","157100000","87258000","56675000"
"143084","Augustana College","2009","Evangelical Lutheran Church","62919","78","73","23",,,,,"23","28","75359417","24226307","88245"
"143288","Blackburn College","2009","Presbyterian Church (USA)","51054","38","54","30",,,,,"18","24","11870047","3188725","12112401"
"144883","East-West University","2009","Not applicable","53250","14",,,,,,,,,"10827434","2825792","0"
"144971","Eureka College","2009","Christian Church (Disciples of Christ)","47026","29","71","19",,,,,"19","24","14089540","3618837","12459278"
"145646","Illinois Wesleyan University","2009","Not applicable","70457","86","54","29","570","680","600","720","26","30","71865083","30224534","158960484"
"145691","Illinois College","2009","Presbyterian Church (USA)","54736","60","54","32",,,,,"21","26","27300199","7961581","94865292"
"146393","Kendall College","2009","Not applicable","51481","41","99","46",,,,,,,,,
"146427","Knox College","2009","Not applicable","60019","73","74","20","600","730","560","690","26","31","40577905","16040624","57550359"
"146481","Lake Forest College","2009","Not applicable","70382","67","69","25",,,,,,,"43849212","14047554","53881647"
"146825","MacMurray College","2009","United Methodist","45584","70","59","33",,,,,"17","22","10003159","3208613","6521746"
"147244","Millikin University","2009","Presbyterian Church (USA)","56999","63","60","28","480","590","480","560","20","25","50083813","20748308","84409428"
"147341","Monmouth College","2009","Not applicable","57700","64","70","30","510","590","430","570","20","25","28567480","10523896","58654024"
"148016","Principia College","2009","Not applicable","56375","82","69","97","490","640","490","600","21","29","38253037","10111627","277092347"
"149505","Trinity Christian College","2009","Interdenominational","58909","57","86","38","443","642","430","674","17","29","29591148","12788378","6473478"
"149781","Wheaton College","2009","Undenominational","71017","88","71","46","600","710","600","700","27","31","106246757","36473027","250694616"
"150400","DePauw University","2009","United Methodist","74758","83","66","25","530","650","550","670","24","29","94888199","42210323","425363509"
"150455","Earlham College","2009","Friends","68453","72","76","23","560","690","530","640","24","29","47835743","19004797","254009434"
"150604","Franklin College","2009","American Baptist","59742","55","66","29","450","550","470","570","19","24","26038774","8425730","68669000"
"150668","Goshen College","2009","Mennonite Church","52391","70","68","45","470","640","490","630","21","29","30243402","10305982","72084842"
"150756","Hanover College","2009","Presbyterian Church (USA)","66779","63","61","16","490","600","500","620","22","28","33252193","13422156","108377483"
"150774","Holy Cross College","2009","Roman Catholic","45065","12","98","34","420","560","420","550","18","24","10275097","3918496","1077869"
"150941","Huntington University","2009","United Brethren Church","53611","58","98","32","480","580","480","560","20","26","24926339","9488934","17144023"
"151333","Indiana University-Kokomo","2009","Not applicable","55912","26","81","71","420","520","430","530","17","22",,,
"151777","Manchester University","2009","Church of Brethren","50529","48","77","18","450","560","470","580","19","25","25398496","6499666","30998000"
"151810","Martin University","2009","Not applicable","40538","21",,,,,,,,,"8151729","2946818","128101"
"152099","Oakland City University","2009","Baptist","45138","56","67","53","400","510","430","530","18","22","31157860","7198988","2864433"
"152266","Purdue University-North Central Campus","2009","Not applicable","58848","18","91","56","410","520","420","530","18","22",,,
"152363","Saint Josephs College","2009","Roman Catholic","53315","58","73","26","420","520","430","550","18","26","22845505","6696888","14334378"
"152381","Saint Mary-of-the-Woods College","2009","Roman Catholic","43330","60","71","37","440","560","420","510","20","26","16003109","7432026","9622260"
"152390","Saint Mary's College","2009","Roman Catholic","63935","79","86","37","510","620","510","600","23","28","56776355","21189626","108381484"
"152530","Taylor University","2009","Interdenominational","55248","77","83","30","500","650","510","640","24","31","54356078","20160553","46467122"
"152567","Trine University","2009","Not applicable","50487","50","75","26","460","560","490","620","21","26","33102842","11195876","19239239"
"152673","Wabash College","2009","Not applicable","56260","67","49","32","500","600","530","660","21","27","53574111","15942108","275611073"
"152992","Briar Cliff University","2009","Roman Catholic","48774","47",,,,,,,,,"18910303","5517456","7489200"
"153001","Buena Vista University","2009","Presbyterian Church (USA)","61406","59","72","27","350","528","455","563","18","25","41466284","16870607","89087849"
"153108","Central College","2009","Reformed Church in America","56089","63","74","24","470","670","480","650","21","27","43191829","15735918","63056305"
"153126","Clarke University","2009","Roman Catholic","49364","65","77","23","440","595","448","548","20","26","20697169","7829983","24306388"
"153144","Coe College","2009","Presbyterian Church (USA)","61934","70","65","24","540","638","538","640","23","28","34120635","16012851","73522947"
"153162","Cornell College","2009","United Methodist","60838","71","44","26","550","660","570","660","24","29","32132910","12396098","55546048"
"153250","Dordt College","2009","Christian Reformed Church","55061","57","84","43","460","610","480","620","22","27","26601837","9749317","21303412"
"153375","Grand View University","2009","Evangelical Lutheran Church","61295","48","95","36","410","500","380","500","18","23","27262209","9942419","11816932"
"153384","Grinnell College","2009","Not applicable","79753","84","34","34","600","730","620","730","28","32","94905000","35267000","1076249000"
"153621","Iowa Wesleyan University","2009","United Methodist","47058","28","68","18","393","488","383","478","17","22","14335554","5289934","11422537"
"153825","Loras College","2009","Roman Catholic","55116","69","61","18",,,,,"21","26","40952503","9886126","19487071"
"153834","Luther College","2009","Evangelical Lutheran Church","66081","76","70","27","500","640","530","670","23","29","69780254","30689902","93370213"
"154101","Northwestern College","2009","Reformed Church in America","53327","60","75","33",,,,,"21","28","26007385","9424364","31730978"
"154350","Simpson College","2009","United Methodist","55703","65","89","34",,,,,"21","27","35581669","13700231","58316085"
"154518","Waldorf University","2009","Evangelical Lutheran Church","43033","49","56","35",,,,,"18","23","13613796","3539307","4074603"
"154527","Wartburg College","2009","Evangelical Lutheran Church","58724","69","73","29","420","600","470","610","21","27","50271814","16846991","36575946"
"154712","Benedictine College","2009","Roman Catholic","49319","53","61","29",,,,,"21","27","27362685","6807536","15591108"
"154721","Bethany College","2009","Evangelical Lutheran Church","41660","32","58","37","390","490","430","520","20","25","12853549","4022502","20753369"
"154749","Bethel College-North Newton","2009","Other (none of the above)","45206","69","75","32","420","700","460","730","21","29","12452886","3729504","12886805"
"154855","Central Christian College of Kansas","2009","Free Methodist","31227","32","59","27","370","540","390","570","18","24","5900045","1220407","6855144"
"155414","Kansas Wesleyan University","2009","United Methodist","47566","36","55","44","450","520","460","590","20","24","12784640","3588767","15941554"
"155511","McPherson College","2009","Church of Brethren","42988","49","87","33","448","560","450","563","19","24","13284425","4017481","25597456"
"155627","Ottawa University-Ottawa","2009","American Baptist","48973","32","71","15","420","540","440","510","19","23","33802449","8298141","15935743"
"155636","Ottawa University-Kansas City","2009","American Baptist","66777",,,,,,,,,,,,
"155937","Sterling College","2009","Presbyterian Church (USA)","43506","41","55","36","410","530","450","540","19","24","11809942","2731832","10633380"
"155973","Tabor College","2009","Mennonite Brethren Church","36811","64","94","44","400","480","460","520","19","25","11346018","3050159","4216557"
"156189","Alice Lloyd College","2009","Not applicable","33546","36","9","100","460","590","420","520","18","22","11172651","2303725","22699252"
"156295","Berea College","2009","Not applicable","65043","65","19","76","500","620","465","585","21","26","69161495","22567296","791209800"
"156356","Brescia University","2009","Roman Catholic","44740","45","67","27",,,"440","510","18","24","10359768","3679299","7129017"
"156408","Centre College","2009","Presbyterian Church (USA)","66574","81","69","23","550","670","570","670","26","30","47924914","17437025","159479195"
"156745","Georgetown College","2009","Baptist","53217","61","79","28","430","560","480","560","21","26","37534603","9854934","31483030"
"157058","Kentucky State University","2009","Not applicable","55741","23","24","21","358","463","348","460","15","19",,,
"157076","Kentucky Wesleyan College","2009","United Methodist","45869","52","65","23","460","550","430","520","19","24","14847492","3494320","23177158"
"157100","Kentucky Christian University","2009","Christian Churches and Churches of Christ","41991","42","70","54","380","560","410","530","17","24","15431073","2317332","4470118"
"157535","University of Pikeville","2009","Presbyterian Church (USA)","44887","37",,,,,,,,,"23441757","7140560","14175981"
"157818","Transylvania University","2009","Christian Church (Disciples of Christ)","73337","75","81","25","530","660","520","630","23","29","33318620","11022966","100342000"
"158477","Centenary College of Louisiana","2009","United Methodist","60503","62","54","30","500","620","500","610","22","27","31656741","11043320","104098539"
"158802","Dillard University","2009","United Methodist","58782","28","48","17","370","470","340","440","16","20","54354866","13515608","32540970"
"159382","Louisiana State University-Alexandria","2009","Not applicable","48409","12","75","78",,,,,"19","23",,,
"160065","University of Holy Cross","2009","Roman Catholic","43415","29",,,,,,,,,"12861180","3154909","17445807"
"160959","College of the Atlantic","2009","Not applicable","61412","61","75","31",,,,,,,"16744008","3638827","21540148"
"160977","Bates College","2009","Not applicable","89173","91","27","37",,,,,,,"90443632","33981350","183848236"
"161004","Bowdoin College","2009","Not applicable","90985","94","19","43","660","750","660","750","30","33","121979000","41758000","688384000"
"161086","Colby College","2009","Not applicable","94109","88","34","31","630","720","640","720","28","31","101181000","34789000","452990000"
"161217","University of Maine at Augusta","2009","Not applicable","60163","17",,,,,,,,,,,
"161226","University of Maine at Farmington","2009","Not applicable","57129","62","68","41",,,,,,,,,
"161235","University of Maine at Fort Kent","2009","Not applicable","54764","37",,,,,,,,,,,
"161244","University of Maine at Machias","2009","Not applicable","55138","39","74","38","420","520","390","490","17","22",,,
"161299","Maine Maritime Academy","2009","Not applicable",,"67","62","52","440","540","460","560",,,,,
"161341","University of Maine at Presque Isle","2009","Not applicable","56277","32",,,,,,,,,,,
"161572","Unity College","2009","Not applicable","49183","54","77","33",,,,,,,"11462815","3590435","2745011"
"162654","Goucher College","2009","Not applicable","68509","69","64","14","530","660","490","620","23","27","61099155","27352194","155239000"
"163912","St Mary's College of Maryland","2009","Not applicable","68494","79","52","32","580","680","570","660","24","29",,,
"163921","Sojourner-Douglass College","2009","Not applicable","9205","17",,,,,,,,,"26770432","3785028",
"163976","St. John's College","2009","Not applicable","83742","60","81","44",,,,,,,"27789566","10261510","64456848"
"164155","United States Naval Academy","2009","Not applicable","121451","88","10","85","570","700","600","700",,,,,
"164216","Washington College","2009","Not applicable","72254","79","72","12","520","620","510","610","22","29","48903881","17912275","132078040"
"164270","McDaniel College","2009","Not applicable","65264","70","79","21","500","620","500","620","22","29","60058000","23878000","69738000"
"164465","Amherst College","2009","Not applicable","102746","94","16","38","660","760","650","780","30","34","143573658","45418171","1305943737"
"164720","Becker College","2009","Not applicable","60800","32","82","34","370","500","380","500","15","25","31094300","8399010","1498853"
"165671","Emmanuel College","2009","Roman Catholic","67824","63","56","14","510","590","480","570","20","24","50080725","13336132","62760291"
"165936","Gordon College","2009","Interdenominational","68231","73","66","35","520","650","500","640","24","28","52723233","16595867","20650372"
"166018","Hampshire College","2009","Not applicable","74700","64","63","24","600","710","530","660","25","29","51414883","18564317","37720678"
"166124","College of the Holy Cross","2009","Roman Catholic","84188","89","36","31",,,,,,,"142724030","50628707","492679762"
"166939","Mount Holyoke College","2009","Not applicable","88049","83","58","32",,,,,,,"122745599","50360826","503167897"
"166948","Mount Ida College","2009","Not applicable","63470","33","70","31","378","477","375","476","15","20","37260908","10697563","9054753"
"167251","Newbury College","2009","Not applicable","46860","45",,,,,,,,,"14977525","4378127","1666383"
"167288","Massachusetts College of Liberal Arts","2009","Not applicable","66299","50","70","30","440","580","430","560","20","25",,,
"167455","Pine Manor College","2009","Not applicable","53443","1","63","42",,,,,,,"16721105","3268150","9010576"
"167792","Bard College at Simon's Rock","2009","Not applicable","71412",,"85","64",,,,,,,"21434542","5211268","19531243"
"167835","Smith College","2009","Not applicable","100708","84","47","35",,,,,,,"191596269","76931836","1096321962"
"167996","Stonehill College","2009","Roman Catholic","69473","82","56","21",,,,,,,"76842067","18710982","115788047"
"168218","Wellesley College","2009","Not applicable","101423","90","35","40","640","740","640","730","29","32","193845000","79149000","1287284000"
"168281","Wheaton College","2009","Not applicable","76897","75","59","22",,,,,,,"72237487","24040910","139758659"
"168342","Williams College","2009","Not applicable","104627","96","20","45","660","770","650","768","30","34","203833028","79522547","1368031235"
"168528","Adrian College","2009","United Methodist","61797","0","58","22",,,,,"20","25","35061598","9756866","19602597"
"168546","Albion College","2009","United Methodist","59980","74","79","31","530","660","560","670","22","28","55555207","18795870","128225173"
"168591","Alma College","2009","Presbyterian Church (USA)","63291","64","78","30","470","708","483","668","21","27","33915208","11240093","79711033"
"169080","Calvin College","2009","Christian Reformed Church","67097","75","93","40","530","670","540","660","23","29","118632046","53766882","89037371"
"169363","Concordia University-Ann Arbor","2009","Lutheran Church - Missouri Synod","37782","0","66","37","450","550","420","500","18","24","13695099","4467789","7522553"
"170286","Hillsdale College","2009",,,,,,,,,,,,,,
"170301","Hope College","2009","Reformed Church in America","63447","79","84","32","540","670","520","660","23","29","94226066","30941056","125293841"
"170532","Kalamazoo College","2009","Not applicable","63586","75","48","41","570","690","560","678","26","30","44708810","24072722","122589205"
"170639","Lake Superior State University","2009","Not applicable","55497","26","64","49",,,,,"19","24",,,
"170967","Rochester College","2009","Churches of Christ","36543","43","84","58","428","593","448","523","18","23","14106208","7788289","755277"
"171599","Olivet College","2009","United Church of Christ","46094","40","62","38",,,,,"17","22","18766385","5194630","9226459"
"171881","Kuyper College","2009","Other Protestant","47492","40","48","65","532","562","552","607","18","25","6828661","2658784","8116116"
"172440","Finlandia University","2009","Evangelical Lutheran Church","41331","35","58","49",,,,,,,"11279730","3778775","3063323"
"173142","Bethany Lutheran College","2009","Other (none of the above)","58085","56","83","46",,,,,"19","26","17536746","5532527","28354296"
"173258","Carleton College","2009","Not applicable","88927","92","30","36","660","760","660","740","29","33","107764154","46213823","517309619"
"173300","Concordia College at Moorhead","2009","Evangelical Lutheran Church","60221","66","79","32","510","680","523","658","22","28","85418130","27871449","58221277"
"173647","Gustavus Adolphus College","2009","Evangelical Lutheran Church","59414","85","74","29","555","690","590","680","24","29","75489096","30007796","85907969"
"173902","Macalester College","2009","Presbyterian Church (USA)","81621","86","46","27","660","740","630","710","29","32","90850000","32606000","544541000"
"174075","University of Minnesota-Crookston","2009","Not applicable","58782","38","83","45","410","560","420","590","19","24",,,
"174251","University of Minnesota-Morris","2009","Not applicable","59425","59","75","38","520","710","520","710","22","28",,,
"174394","Sanford-Brown College-Mendota Heights","2009","Not applicable","44428","19",,,,,,,,,,,
"174437","North Central University","2009","Assemblies of God Church","57530","46","48","100","450","550","440","550","19","25","19323531","5618033","2260068"
"174747","College of Saint Benedict","2009","Roman Catholic","67678","78","85","40","510","660","510","670","23","28","58048496","19489879","33392309"
"174792","Saint Johns University","2009","Roman Catholic","67871","80","84","41","493","648","523","675","23","29","65590975","22327772","111884826"
"174844","St Olaf College","2009","Evangelical Lutheran Church","70402","87","57","35","590","710","590","690","26","31","104863813","46412503","249977995"
"174862","Crown College","2009","Christ and Missionary Alliance Church","53486","49","66","49","500","655","470","635","20","24","17111063","4402388","5969274"
"175430","Blue Mountain College","2009","Southern Baptist","44639","48",,,,,,,,,"7569964","3518145","7431854"
"175980","Millsaps College","2009","United Methodist","64801","66","74","29","510","640","520","640","23","29","40420429","12988878","73354213"
"176318","Rust College","2009","United Methodist","40664","18","58","27",,,,,"14","18","15413189","4262224","18555194"
"176406","Tougaloo College","2009","United Church of Christ","39164","42","33","21","480","550","500","510","24","28","24604868","4822186","8021483"
"176947","Central Methodist University-College of Liberal Arts and Sciences","2009","United Methodist","45830","40","67","34",,,,,"19","24","20162093","8311041","25301000"
"177144","Culver-Stockton College","2009","Christian Church (Disciples of Christ)","48607","49","60","19","410","750","460","700","19","24","16223575","4794791","15825601"
"177542","Hannibal-LaGrange University","2009","Southern Baptist","40551","41","87","33",,,,,"21","26","17379920","4250198","5437269"
"177551","Harris-Stowe State University","2009","Not applicable","48133","21",,,,,,,,,,,
"178341","Missouri Southern State University","2009","Not applicable","56332","32","95","58",,,,,"18","24",,,
"178369","Missouri Valley College","2009","Presbyterian Church (USA)","43008","33","53","36","385","455","380","480","17","21","14173808","4302364","3617010"
"178387","Missouri Western State University","2009","Not applicable","58766","27",,,,,,,,,,,
"178697","College of the Ozarks","2009","Presbyterian Church (USA)","56304","60","9","93",,,,,"20","25","42069409","11912660","255132675"
"179946","Westminster College","2009","Presbyterian Church (USA)","52118","58","78","29","425","610","468","613","21","28","22244471","5909008",
"179955","William Jewell College","2009","Not applicable","57172","63","55","21","490","640","510","650","23","29","31524673","10247298","52696515"
"180106","Carroll College","2009","Roman Catholic","51616","64","74","36","510","600","510","610","21","27","42342840","9347018","26042125"
"180258","University of Providence","2009","Roman Catholic","41432","18",,,,,,,,,"13017728","3331853","8157981"
"180416","Montana Tech of the University of Montana","2009","Not applicable","55888","42","91","96","470","600","500","630","21","26",,,
"180522","Montana State University-Northern","2009","Not applicable","48622","30","77","80","395","503","450","550","17","22",,,
"180595","Rocky Mountain College","2009","United Church of Christ","50448","45","37","67","440","550","450","550","20","26","18485508","6878893","16586100"
"180692","The University of Montana-Western","2009","Not applicable","48415","28",,,,,,,,,,,
"181020","Doane University-Arts & Sciences","2009","United Church of Christ","55435","64","76","30",,,,,"20","26","24708025","9777314","71175120"
"181093","Grace University","2009","Interdenominational","43408","42","65","64","485","550","480","585","20","25","7344097","2251559","1435113"
"181127","Hastings College","2009","Presbyterian Church (USA)","54771","62","74","26","490","600","500","650","20","27","23846967","9024740","46323982"
"181330","Midland University","2009","Evangelical Lutheran Church","42732","48","48","24","410","500","420","500","19","24","17035974","5291121","11821589"
"181738","Union College","2009","Seventh Day Adventists","51268","52","41","72","540","660","480","590","19","26","24307359","7779070","8208774"
"181853","York College","2009","Churches of Christ","41329","37","60","40","330","470","330","460","18","24","8489814","1873880","5896250"
"182634","Colby-Sawyer College","2009","Not applicable","57186","60","80","18",,,,,,,"29646450","7426618","20032063"
"183071","University of New Hampshire at Manchester","2009","Not applicable","79188","47","81","64","450","560","430","570",,,,,
"183239","Saint Anselm College","2009","Roman Catholic","65501","73","77","19","500","590","510","580","20","26","64930081","19083576","68512618"
"183257","Granite State College","2009","Not applicable",,"57",,,,,,,,,,,
"183275","Thomas More College of Liberal Arts","2009","Roman Catholic","47497","65",,,,,,,,,"3660810","1133615","23513"
"183822","Bloomfield College","2009","Presbyterian Church (USA)","73158","27","52","29","380","460","380","460",,,"36004861","13881744","6624786"
"184348","Drew University","2009","United Methodist","80070","76","74","13","510","630","500","618","21","27","83519000","32835000","144840000"
"189088","Bard College","2009","Not applicable","90943","79","33","28",,,,,,,"119354266","50897972","0"
"189097","Barnard College","2009","Not applicable","93893","91","31","46","630","730","620","710","28","32","115310546","43627751","164674000"
"189848","Cazenovia College","2009","Not applicable","56387","39","74","18",,,,,,,"23437740","9260543","21916552"
"190099","Colgate University","2009","Not applicable","92928","90","32","30","630","710","640","730","29","32","150045095","54169375","560536723"
"190248","Concordia College-New York","2009","Lutheran Church - Missouri Synod","48069","39","69","21","400","470","400","510","21","26","17049572","5652952","7878708"
"190372","Cooper Union for the Advancement of Science and Art","2009","Not applicable","91254","83","7","78","590","710","600","770","29","33","59412974","18246104","530982866"
