"unitid","institution name","year","EF2015A.Level of student","EF2015A.Grand total","EF2015A.Grand total women","EF2015A.Asian total","EF2015A.Black or African American total","EF2015A.Hispanic total","IDX_EF"
"233295","Randolph-Macon College","2015","All students, Undergraduate total","1418","774","29","113","72","-2"
"233301","Randolph College","2015","All students, Undergraduate total","672","445","15","80","40","-2"
"233374","University of Richmond","2015","All students, Undergraduate total","3329","1802","225","250","232","-2"
"233426","Roanoke College","2015","All students, Undergraduate total","2001","1189","28","113","80","-2"
"233611","Southern Virginia University","2015","All students, Undergraduate total","732","360","6","26","32","-2"
"233718","Sweet Briar College","2015","All students, Undergraduate total","316","299","12","27","36","-2"
"233897","The University of Virginia's College at Wise","2015","All students, Undergraduate total","2027","1194","21","230","35","-2"
"234085","Virginia Military Institute","2015","All students, Undergraduate total","1717","183","72","100","88","-2"
"234164","Virginia Union University","2015","All students, Undergraduate total","1509","876","5","1392","14","-2"
"234173","Virginia Wesleyan University","2015","All students, Undergraduate total","1441","926","20","345","106","-2"
"234207","Washington and Lee University","2015","All students, Undergraduate total","1854","912","61","41","64","-2"
"236328","University of Puget Sound","2015","All students, Undergraduate total","2476","1456","159","22","183","-2"
"237057","Whitman College","2015","All students, Undergraduate total","1470","853","72","17","104","-2"
"237118","Alderson Broaddus University","2015","All students, Undergraduate total","1085","503","11","172","46","-2"
"237181","Bethany College","2015","All students, Undergraduate total","710","289","2","127","36","-2"
"237215","Bluefield State College","2015","All students, Undergraduate total","1486","898","9","135","16","-2"
"237358","Davis & Elkins College","2015","All students, Undergraduate total","796","446","3","40","0","-2"
"237385","Glenville State College","2015","All students, Undergraduate total","1732","777","9","258","32","-2"
"237640","Ohio Valley University","2015","All students, Undergraduate total","418","195","1","47","21","-2"
"237792","Shepherd University","2015","All students, Undergraduate total","3649","2121","86","325","102","-2"
"237899","West Virginia State University","2015","All students, Undergraduate total","3107","1722","8","295","20","-2"
"237932","West Liberty University","2015","All students, Undergraduate total","2167","1300","16","84","17","-2"
"237950","West Virginia University Institute of Technology","2015","All students, Undergraduate total","1263","492","15","90","48","-2"
"238333","Beloit College","2015","All students, Undergraduate total","1358","741","39","71","125","-2"
"238476","Carthage College","2015","All students, Undergraduate total","2887","1558","39","127","129","-2"
"239017","Lawrence University","2015","All students, Undergraduate total","1557","854","77","51","102","-2"
"239071","Maranatha Baptist University","2015","All students, Undergraduate total","930","530","10","12","29","-2"
"239512","Northland College","2015","All students, Undergraduate total","541","265","2","5","29","-2"
"239628","Ripon College","2015","All students, Undergraduate total","794","400","10","22","46","-2"
"239716","Saint Norbert College","2015","All students, Undergraduate total","2096","1181","31","16","76","-2"
"240338","Wisconsin Lutheran College","2015","All students, Undergraduate total","1071","591","14","54","55","-2"
"240374","University of Wisconsin-Parkside","2015","All students, Undergraduate total","4269","2243","136","369","568","-2"
"240426","University of Wisconsin-Superior","2015","All students, Undergraduate total","2370","1447","25","53","53","-2"
"241128","American University of Puerto Rico","2015","All students, Undergraduate total","884","471","0","0","884","-2"
"241191","Universidad Adventista de las Antillas","2015","All students, Undergraduate total","1338","833","3","15","1273","-2"
"241386","Caribbean University-Carolina","2015","All students, Undergraduate total","506","383","0","0","506","-2"
"241720","Colegio Universitario de San Juan","2015","All students, Undergraduate total","1430","797","0","0","1430","-2"
"242644","Inter American University of Puerto Rico-Barranquitas","2015","All students, Undergraduate total","2014","1239","0","0","2012","-2"
"242680","Inter American University of Puerto Rico-Fajardo","2015","All students, Undergraduate total","2063","1189","0","1","2057","-2"
"242699","Inter American University of Puerto Rico-Guayama","2015","All students, Undergraduate total","2017","1355","0","1","2012","-2"
"242705","Inter American University of Puerto Rico-Bayamon","2015","All students, Undergraduate total","4507","1953","0","13","4437","-2"
"243106","University of Puerto Rico-Aguadilla","2015","All students, Undergraduate total","3158","1754","1","7","3046","-2"
"243115","University of Puerto Rico-Arecibo","2015","All students, Undergraduate total","3923","2273","0","0","3923","-2"
"243133","University of Puerto Rico-Bayamon","2015","All students, Undergraduate total","4965","2574","0","0","4965","-2"
"243142","University of Puerto Rico-Carolina","2015","All students, Undergraduate total","3796","2312","0","8","3711","-2"
"243151","University of Puerto Rico-Cayey","2015","All students, Undergraduate total","3707","2424","0","0","3707","-2"
"243179","University of Puerto Rico-Humacao","2015","All students, Undergraduate total","3845","2457","2","17","3538","-2"
"243212","University of Puerto Rico-Ponce","2015","All students, Undergraduate total","3543","2023","0","0","3543","-2"
"243586","Pontifical Catholic University of Puerto Rico-Mayaguez","2015","All students, Undergraduate total","1389","841","0","0","1378","-2"
"243832","EDP University of Puerto Rico Inc-San Juan","2015","All students, Undergraduate total","1591","1059","0","0","1591","-2"
"245652","St. John's College","2015","All students, Undergraduate total","324","138","10","1","38","-2"
"245847","Antioch University-Santa Barbara","2015","All students, Undergraduate total","171","109","4","2","30","-2"
"262129","New College of Florida","2015","All students, Undergraduate total","861","525","26","24","141","-2"
"363916","Caribbean University-Vega Baja","2015","All students, Undergraduate total","426","266","0","0","426","-2"
"384254","Beacon College","2015","All students, Undergraduate total","274","109","8","41","12","-2"
"385619","Everglades University","2015","All students, Undergraduate total","1296","678","20","231","200","-2"
"398130","Mt Sierra College","2015","All students, Undergraduate total","357","102","31","18","164","-2"
"399911","Soka University of America","2015","All students, Undergraduate total","432","269","72","16","42","-2"
"414823","Johnson & Wales University-North Miami","2015","All students, Undergraduate total","1752","1098","7","536","400","-2"
"414878","Trine University-Regional/Non-Traditional Campuses","2015","All students, Undergraduate total","416","258","2","19","12","-2"
"421832","Living Arts College","2015","All students, Undergraduate total","362","222","5","185","23","-2"
"428259","Ottawa University-Milwaukee","2015","All students, Undergraduate total","158","117","6","29","0","-2"
"432241","University of Phoenix-Oregon","2015","All students, Undergraduate total","248","158","6","5","26","-2"
"437325","Linfield College-Online and Continuing Education","2015","All students, Undergraduate total","339","284","6","4","44","-2"
"440466","University of Phoenix-Idaho","2015","All students, Undergraduate total","93","59","1","0","13","-2"
"441900","Nevada State College","2015","All students, Undergraduate total","3534","2678","349","344","885","-2"
"443410","DigiPen Institute of Technology","2015","All students, Undergraduate total","989","222","46","6","53","-2"
"445319","University of Phoenix-Minnesota","2015","All students, Undergraduate total","71","41","6","6","3","-2"
"446048","Ave Maria University","2015","All students, Undergraduate total","1070","542","27","57","160","-2"
"447050","United States University","2015","All students, Undergraduate total","122","82","9","18","34","-2"
"447689","Georgia Gwinnett College","2015","All students, Undergraduate total","11468","6441","1114","3719","1852","-2"
"449870","University of the West","2015","All students, Undergraduate total","145","94","9","2","42","-2"
"450085","The Art Institute of Charleston","2015","All students, Undergraduate total","488","302","10","200","38","-2"
"450298","Strayer University-Delaware","2015","All students, Undergraduate total","247","156","2","129","14","-2"
"451060","Digital Media Arts College","2015","All students, Undergraduate total","280","99","7","57","81","-2"
"454184","The King's College","2015","All students, Undergraduate total","513","317","16","19","39","-2"
"454582","Ottawa University-Online","2015","All students, Undergraduate total","267","167","9","46","0","-2"
"455770","Providence Christian College","2015","All students, Undergraduate total","147","72","1","8","38","-2"
"456621","Strayer University-West Virginia","2015","All students, Undergraduate total","165","96","0","12","6","-2"
"457484","Pacific Rim Christian University","2015","All students, Undergraduate total","98","45","18","4","5","-2"
"457697","City Vision University","2015","All students, Undergraduate total","96","56","1","32","3","-2"
"458496","The Art Institute of Virginia Beach","2015","All students, Undergraduate total","527","297","11","234","51","-2"
"458973","Strayer University-Texas","2015","All students, Undergraduate total","1368","910","15","744","219","-2"
"458982","The Art Institute of San Antonio","2015","All students, Undergraduate total","1062","476","7","151","570","-2"
"459268","South University–Virginia Beach","2015","All students, Undergraduate total","567","438","34","244","59","-2"
"459851","Herzing University-Brookfield","2015","All students, Undergraduate total","322","243","8","52","25","-2"
"460783","Remington College-Heathrow Campus","2015","All students, Undergraduate total","252","216","3","112","25","-2"
"461236","Georgia Christian University","2015","All students, Undergraduate total","153","80","35","1","0","-2"
"461795","North American University","2015","All students, Undergraduate total","479","176","18","59","112","-2"
"462354","John Paul the Great Catholic University","2015","All students, Undergraduate total","206","88","9","4","47","-2"
"468015","South University-The Art Institute of Fort Worth","2015","All students, Undergraduate total","181","89","0","21","54","-2"
"468024","South University-Novi","2015","All students, Undergraduate total","340","281","10","112","8","-2"
"470092","The Art Institute of Wisconsin","2015","All students, Undergraduate total","295","147","16","95","57","-2"
"475200","Whitworth University-Adult Degree Programs","2015","All students, Undergraduate total","319","226","3","3","21","-2"
"480073","South University-Austin","2015","All students, Undergraduate total","301","209","12","63","93","-2"
"480134","Elizabethtown College School of Continuing and Professional Studies","2015","All students, Undergraduate total","363","252","5","25","20","-2"
"481720","South University-High Point","2015","All students, Undergraduate total","369","291","6","193","19","-2"
"482158","Middle Georgia State University","2015","All students, Undergraduate total","7676","4447","168","2647","280","-2"
"484622","University of Phoenix-Arkansas","2015","All students, Undergraduate total","211","158","2","56","8","-2"
"484701","University of Phoenix-Missouri","2015","All students, Undergraduate total","501","357","2","194","16","-2"
"484783","University of Phoenix-Pennsylvania","2015","All students, Undergraduate total","433","302","0","159","25","-2"
