"unitid","institution name","year","HD2017.Carnegie Classification 2015: Basic","IC2017.Religious affiliation","DRVHR2017.Average salary equated to 9 months of full-time instructional staff - all ranks","DRVGR2017.Graduation rate - Bachelor degree within 6 years, total","DRVADM2017.Percent admitted - total","DRVADM2017.Admissions yield - total","ADM2017.SAT Evidence-Based Reading and Writing 25th percentile score","ADM2017.SAT Evidence-Based Reading and Writing 75th percentile score","ADM2017.SAT Math 25th percentile score","ADM2017.SAT Math 75th percentile score","ADM2017.ACT Composite 25th percentile score","ADM2017.ACT Composite 75th percentile score","F1617_F2.Total expenses","F1617_F2.Instruction-Total amount","F1617_F2.Value of endowment assets at the end of the fiscal year"
"163921","Sojourner-Douglass College","2017","Baccalaureate Colleges: Diverse Fields",,,,,,,,,,,,,,
"163976","St. John's College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","85131","67","54","30","630","710","650","740","26","32","29425336","10601502","92672130"
"164155","United States Naval Academy","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","105743","91","8","87","560","680","590","690",,,,,
"164216","Washington College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","72779","76","48","14",,,,,,,"69264513","22578308","212154998"
"164270","McDaniel College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","63129","68","85","19","540","620","520","610","21","28","64386000","23725000","120714000"
"164465","Amherst College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","116808","95","13","39","700","770","700","790","32","34","194996830","56020989","2248140501"
"164720","Becker College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","70176","39","69","11","490","590","480","570","20","26","45888779","10847429","4828270"
"165671","Emmanuel College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","79718","66","73","11","560","640","530","610","24","29","63084613","17529540","136562851"
"165936","Gordon College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Interdenominational","72480","70","89","16","540","650","510","640","22","29","63496189","19433084","49942959"
"166018","Hampshire College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","85471","62","63","22",,,,,,,"56266686","20169892","53457479"
"166124","College of the Holy Cross","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","100274","92","40","31",,,,,,,"175760995","65176772","748948135"
"166939","Mount Holyoke College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","92736","86","51","30","640","713","630","750","29","33","144095874","53765617","729438097"
"166948","Mount Ida College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","62647","41","75","22",,,,,,,"47093868","12826984","15662287"
"167251","Newbury College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","58332","39","75","8",,,,,,,"18962849","5408725","500000"
"167288","Massachusetts College of Liberal Arts","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","82570","54","77","19","480","580","490","610","19","27",,,
"167455","Pine Manor College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","49337","25","51","32",,,,,,,"17830621","5235405","9416876"
"167792","Bard College at Simon's Rock","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","66043",,"66","74",,,,,,,"22702786","7381797","5729392"
"167835","Smith College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","108792","88","32","37",,,,,,,"232421807","84902629","1767465922"
"167996","Stonehill College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","83741","80","72","15",,,,,,,"92843039","32853687","194142067"
"168218","Wellesley College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","111342","89","22","48","690","760","670","770","30","33","229345000","97834000","1930752000"
"168281","Wheaton College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","85665","78","48","17","590","680","560","670","26","30","79572812","29347429","205048131"
"168342","Williams College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","112972","94","15","44","710","780","690","790","31","35","236756631","100645876","2383499723"
"168528","Adrian College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","70616","52","60","18","480","580","470","568","19","25","48057512","14191537","35135415"
"168546","Albion College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","67624","57","71","19","510","610","500","590","20","26","57104868","17620890","176849628"
"168591","Alma College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","65335","68","64","13","520","630","510","600","20","27","49521882","17109191","120712604"
"169080","Calvin College","2017","Baccalaureate Colleges: Diverse Fields","Christian Reformed Church","77323","72","83","33","560","660","540","670","23","30","122174868","50152661","145671768"
"169363","Concordia University-Ann Arbor","2017","Baccalaureate Colleges: Diverse Fields","Lutheran Church - Missouri Synod","45969","26","46","24",,,,,"19","24","20814848","8609849","11558864"
"170286","Hillsdale College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Undenominational","60595","85","41","43","660","730","620","710","28","32","116674365","41464681","574576618"
"170301","Hope College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Reformed Church in America","73587","80","74","24","550","660","540","660","24","29","118045935","38408240","210474676"
"170532","Kalamazoo College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","72151","86","73","18","600","690","580","690","26","30","57551759","23760796","226973570"
"170639","Lake Superior State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","60430","46","58","49","550","665","523","595","19","25",,,
"170967","Rochester College","2017","Baccalaureate Colleges: Diverse Fields","Churches of Christ","54635","40","100","42","450","560","410","550","16","23","13496069","4809159","3757734"
"171599","Olivet College","2017","Baccalaureate Colleges: Diverse Fields","United Church of Christ","54235","51","70","36",,,,,,,"22221054","6060632","19255282"
"171881","Kuyper College","2017","Baccalaureate Colleges: Diverse Fields","Other Protestant","47279","48","66","38","510","580","490","570","19","26","5886058","2658270","1920897"
"172440","Finlandia University","2017","Baccalaureate Colleges: Diverse Fields","Evangelical Lutheran Church","45267","31","36","16","370","520","420","520","17","23","12917103","4063825","4946914"
"173142","Bethany Lutheran College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Other (none of the above)","58065","52","79","44","540","630","520","600","20","25","18577938","7355517","43295521"
"173258","Carleton College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","104405","94","21","38","680","760","680","770","31","34","138089424","59944375","828168145"
"173300","Concordia College at Moorhead","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","65507","70","62","20","505","655","550","650","22","28","80153044","26592782","118793941"
"173647","Gustavus Adolphus College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","64821","80","68","18",,,,,,,"81013409","35159031","166790145"
"173902","Macalester College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","92899","87","41","23","660","740","640","740","29","32","114089000","42922000","748833000"
"174075","University of Minnesota-Crookston","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","65384","54","69","22","470","580","490","560","19","24",,,
"174251","University of Minnesota-Morris","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","65192","59","64","17","560","680","590","710","22","28",,,
"174394","Sanford-Brown College-Mendota Heights","2017","Baccalaureate Colleges: Diverse Fields",,,,,,,,,,,,,,
"174437","North Central University","2017","Baccalaureate Colleges: Diverse Fields","Assemblies of God Church","60092","38","91","42","450","680","450","690","17","28","23435144","6220911","3417070"
"174747","College of Saint Benedict","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","76908","82","81","32","530","630","480","590","22","28","64376295","23966123","72144466"
"174792","Saint Johns University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","76116","74","80","36","490","590","480","600","22","27","72823859","25447537","179747004"
"174844","St Olaf College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","78535","88","43","31","580","690","570","710","25","31","123578472","54846415","499443476"
"174862","Crown College","2017","Baccalaureate Colleges: Diverse Fields","Christ and Missionary Alliance Church","43753","65","51","32","410","550","420","555","18","25","17364581","3321811","8251066"
"175430","Blue Mountain College","2017","Baccalaureate Colleges: Diverse Fields","Southern Baptist","45997","61","100","62","545","588","533","560","18","23","9550269","4226723","15605635"
"175980","Millsaps College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","68678","67","49","11","560","660","550","660","22","28","40047006","13369231","100760165"
"176318","Rust College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","41054","39","43","11",,,,,,,"17453976","3436517","35353789"
"176406","Tougaloo College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Church of Christ","44765","50","75","12","430","580","440","600","16","24","24086872","4430340","13008688"
"176947","Central Methodist University-College of Liberal Arts and Sciences","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","55511","51","96","33","460","523","568","590","20","25","34236749","18038577","48347000"
"177144","Culver-Stockton College","2017","Baccalaureate Colleges: Diverse Fields","Christian Church (Disciples of Christ)","50705","48","55","17","470","540","470","540","18","23","19928964","4666124","25201241"
"177542","Hannibal-LaGrange University","2017","Baccalaureate Colleges: Diverse Fields","Southern Baptist","43259","54","55","45",,,,,,,"16681404","4850920","8112739"
"177551","Harris-Stowe State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","39136","7",,,,,,,,,,,
"178341","Missouri Southern State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","53519","33","95","40",,,,,"19","24",,,
"178369","Missouri Valley College","2017","Baccalaureate Colleges: Diverse Fields","Presbyterian Church (USA)","41248","29","54","32",,,,,,,"20633032","5560305","6505804"
"178387","Missouri Western State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","60392","29",,,,,,,,,,,
"178697","College of the Ozarks","2017","Baccalaureate Colleges: Diverse Fields","Evangelical Christian","66687","72","13","84","560","620","528","615","21","26","51575235","16855097","459301807"
"179946","Westminster College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","56919","65","90","19","500","600","515","575","21","26","25615821","6387217","50049164"
"179955","William Jewell College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","62183","59","48","25","440","630","550","610","23","28","35825474","11425835","62331324"
"180106","Carroll College","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","57351","72","78","14","540","640","540","630","22","28","38649282","11748100","53525693"
"180258","University of Providence","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","49457","47","62","29",,,,,,,"18563589","4525397","13178238"
"180416","Montana Tech of the University of Montana","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","67968","42","92","39","540","630","575","670","22","27",,,
"180522","Montana State University-Northern","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","51553","29","100","44",,,,,,,,,
"180595","Rocky Mountain College","2017","Baccalaureate Colleges: Diverse Fields","United Church of Christ","56795","52","64","31","450","590","460","560","20","25","24220018","9065722","29772840"
"180692","The University of Montana-Western","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","58922","50","61","56","480","590","490","550","16","22",,,
"181020","Doane University-Arts & Sciences","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","62721","63","65","19",,,,,"20","25","43221763","13169895","111740812"
"181093","Grace University","2017","Baccalaureate Colleges: Diverse Fields","Interdenominational","40522","41","46","26",,,,,"18","21","6723999","4625044","1959264"
"181127","Hastings College","2017","Baccalaureate Colleges: Diverse Fields","Presbyterian Church (USA)","55529","55","68","23","480","570","490","580","20","25","30848220","9921878","98159961"
"181330","Midland University","2017","Baccalaureate Colleges: Diverse Fields","Evangelical Lutheran Church","51707","49","64","33","460","538","460","530","18","23","26558725","6683675","16396619"
"181738","Union College","2017","Baccalaureate Colleges: Diverse Fields","Seventh Day Adventist","49046","54","60","17","505","600","460","550","19","26","25531409","9435526","19720334"
"181853","York College","2017","Baccalaureate Colleges: Diverse Fields","Churches of Christ","47691","44","48","52","440","550","450","540","18","24","10076558","2381986","15062584"
"182634","Colby-Sawyer College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","65332","57","87","12",,,,,,,"33844943","9533596","36057802"
"183071","University of New Hampshire at Manchester","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","85808","41","61","42","530","620","520","600",,,,,
"183239","Saint Anselm College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","79792","80","76","18","580","650","560","650","24","28","76172989","26395772","134654646"
"183257","Granite State College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","48876","11",,,,,,,,,,,
"183275","Thomas More College of Liberal Arts","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","50178","65","100","41","630","700","500","610",,,"2652907","865154","49603"
"183822","Bloomfield College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","75356","32","64","19","420","520","420","520","15","18","45395754","16613994","14403500"
"184348","Drew University","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","81997","62","63","18",,,,,,,"96592000","31257000","108728000"
"189088","Bard College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","93001","74","58","16",,,,,,,"161964296","76391432","148777189"
"189097","Barnard College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","120730","93","15","51","660","760","650","740","30","33","157388000","60263000","327160000"
"189848","Cazenovia College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","62776","54","92","10",,,,,,,"25249107","9810655","9369148"
"190099","Colgate University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","107736","91","28","32","660","730","650","770","31","33","191602065","72118834","881302522"
"190248","Concordia College-New York","2017","Baccalaureate Colleges: Diverse Fields","Lutheran Church - Missouri Synod","50382","46","76","18","480","560","450","580","18","24","30413259","8932838","11536847"
"190372","Cooper Union for the Advancement of Science and Art","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","112440","83","13","57","650","740","660","790","28","34","82496134","31820285","798919435"
"190646","CUNY Medgar Evers College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","95455","23",,,,,,,,,,,
"190655","CUNY New York City College of Technology","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","92914","26","77","23",,,,,,,,,
"190691","CUNY York College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","94328","29","44","19","440","520","440","520",,,,,
"190983","Elmira College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","51169","60","85","11",,,,,,,"42387556","11491087","41362910"
"191205","Five Towns College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","45919","31","91","59",,,,,,,,,
"191515","Hamilton College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","109837","94","24","35","680","750","680","760","31","33","139321000","61710000","954714000"
"191533","Hartwick College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","70925","54","89","13","460","540","460","560","21","26","49257607","17985076","74348341"
"191621","Hilbert College","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","51527","51","87","17",,,,,,,"16350034","5470460","6975505"
"191630","Hobart William Smith Colleges","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","85543","81","64","23","580","670","570","660","25","30","106719799","36504523","214412048"
"191676","Houghton College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Wesleyan","56080","73","91","36","540","670","520","650","22","29","32635053","10197753","50905080"
"192864","Marymount Manhattan College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","78291","49","80","13","475","610","430","590","21","27","58405740","21311112","19814639"
"194392","Paul Smiths College of Arts and Science","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","52260","52","73","22",,,,,,,"27303696","6473616","29535080"
"195173","St Francis College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","82911","47","63","20","480","570","470","550","20","24","52841196","19881276","75753294"
"195216","St Lawrence University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","85595","85","48","25","605","685","600","680","26","30","124439635","42950427","295884037"
"195304","Sarah Lawrence College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","88481","79","53","21","650","730","590","680","27","31","78358428","35811119","105236499"
"195474","Siena College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","77165","78","78","13",,,,,,,"101272723","31205765","129067735"
"195526","Skidmore College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","86968","87","25","27","610","700","595","700","27","31","159908000","57984000","363024000"
"196042","Farmingdale State College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","72737","53","59","36","490","570","490","570","19","23",,,
"196219","SUNY at Purchase College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","64894","67","74","25","530","630","490","570","20","26",,,
"196866","Union College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","101634","85","37","23",,,,,,,"133635829","49618336","427600000"
"197027","United States Merchant Marine Academy","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","91862","81","22","68","580","620","630","660","26","28",,,
"197036","United States Military Academy","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","85448","86","10","98","585","690","600","710","23","28",,,
"197133","Vassar College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","104649","90","24","34","670","750","660","750","30","33","185714000","78036000","1002570163"
"197230","Wells College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","62449","47","80","10",,,,,,,"22825162","4680946","35882515"
"197911","Barton College","2017","Baccalaureate Colleges: Diverse Fields","Christian Church (Disciples of Christ)","54529","53","39","19","480","570","470","570","18","23","25484840","8152066","28178934"
"197984","Belmont Abbey College","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","44062","43","99","27","490","560","490","590","18","24","29509203","7731742","9306363"
"197993","Bennett College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","42747","37","89","9","400","480","380","450","14","17","15898423","4687396","12644610"
"198066","Brevard College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","45606","32","45","22",,,,,,,"17622330","5328947","25336006"
"198215","Catawba College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","61238","43","42","25","460","520","470","580","18","23","53499783","11439425","61876000"
"198303","Chowan University","2017","Baccalaureate Colleges: Diverse Fields","Southern Baptist","62087","26","60","20","390","480","390","475","14","17","28195454","8081523","26085049"
"198385","Davidson College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","106405","91","20","45","660","740","650","730","30","33","123869196","38512976","727473298"
"198598","Greensboro College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","54955","16","41","25","470","570","460","570","17","22","18184514","6022764","22863395"
"198613","Guilford College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Friends","55199","53","91","20",,,,,,,"46276552","14123794","79291744"
"198695","High Point University","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","66241","63","81","15","530","620","520","620","21","27","158154231","50849020","56668533"
"198756","Johnson C Smith University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","56684","44","38","13","370","490","378","470","14","19","43534097","11798538","66566444"
"198808","Lees-McRae College","2017","Baccalaureate Colleges: Diverse Fields","Presbyterian Church (USA)","42483","32","71","24",,,,,,,"18818552","5433113","22606504"
"198862","Livingstone College","2017","Baccalaureate Colleges: Diverse Fields","African Methodist Episcopal Zion Church","46184","26","37","13","380","460","375","460","13","16","29485669","7301710",
"198899","Mars Hill University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","46554","31","58","27","460","550","460","550","17","22","33738413","8599873","47882761"
"198950","Meredith College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","65427","63","69","33","510","610","490","585","20","25","56212672","21069084","104762705"
"199069","University of Mount Olive","2017","Baccalaureate Colleges: Diverse Fields","Original Free Will Baptist","64219","43","49","22","430","538","440","528","17","22","41181595","11267528","33816305"
"199111","University of North Carolina at Asheville","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","76317","62","80","23","550","650","530","610","22","28",,,
"199209","North Carolina Wesleyan College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","53903","31","53","22","440","530","430","530","16","21","30297043","9989690","10618137"
"199272","William Peace University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","50170","39","59","22","480","570","470","560","17","23","23090954","3850984","35605878"
"199582","Saint Augustine's University","2017","Baccalaureate Colleges: Diverse Fields","Protestant Episcopal","48023","31","76","12","380","470","380","480","13","16","29792838","7205500","15731770"
"199607","Salem College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Moravian Church","54994","57","57","27","510","660","510","640","23","29","28384725","9979961","57875976"
"199643","Shaw University","2017","Baccalaureate Colleges: Diverse Fields","Baptist","46791","18","53","8",,,,,,,"48268768","11933951","10505698"
"199698","St. Andrews University","2017","Baccalaureate Colleges: Diverse Fields","Presbyterian Church (USA)","45751","33","41","42","430","610","403","568","16","23","17487878","3581548","6739626"
"199865","Warren Wilson College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","52117","53","79","18","610","670","530","615","25","29","28975359","9446655","53133452"
"200059","Dickinson State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","60548","29","99","51","440","505","433","560","18","23",,,
"200156","University of Jamestown","2017","Baccalaureate Colleges: Diverse Fields","Presbyterian Church (USA)","58878","53","65","31","460","520","480","530","19","24","23962746","9852779","35583120"
"200226","Mayville State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","49628","34","48","71",,,,,"18","23",,,
"200572","Valley City State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","54021","35","76","65","460","560","520","560","18","23",,,
"201371","Bluffton University","2017","Baccalaureate Colleges: Diverse Fields","Mennonite Church","54921","51","49","24","425","540","435","543","18","24","23053525","8622582","24237362"
"201654","Cedarville University","2017","Baccalaureate Colleges: Diverse Fields","Baptist","65716","72","71","30","580","680","550","670","23","29","85607191","35810791","29310271"
"201690","Central State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","58953","20","48","11","370","440","340","440","15","18",,,
"201964","Ohio Christian University","2017","Baccalaureate Colleges: Diverse Fields","Other Protestant","12008","34",,,,,,,,,"37018066","14020478","5294584"
"202514","Defiance College","2017","Baccalaureate Colleges: Diverse Fields","United Church of Christ","51739","39","56","21","360","490","340","470","18","22","15331625","4780168","15169488"
"202523","Denison University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","79874","86","37","22","600","690","600","690","28","31","123718846","43387834","797248887"
"203128","Hiram College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","56439","56","64","15","480","610","460","590","18","24","32773385","9898478","74938994"
"203535","Kenyon College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","78032","91","34","24","640","730","623","730","29","33","113338187","43150629","238192748"
"203845","Marietta College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","61707","59","67","25","475","615","485","600","20","25","40722422","15123738","76865482"
"204185","University of Mount Union","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","72106","62","81","33","490","610","490","590","20","25","57463834","23495056","138789000"
"204501","Oberlin College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","97005","86","34","28","650","720","630","730","28","33","186817686","89179700","879535245"
"204635","Ohio Northern University","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","77362","73","66","23","550","630","580","680","22","28","91794342","39751612","162025243"
"204671","Ohio State University-Lima Campus","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","83184","38",,,,,,,,,,,
"204909","Ohio Wesleyan University","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","77382","70","71","15",,,,,,,"70005827","25921922","221302091"
"205443","Shawnee State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","64875","24","69","35","518","620","500","615","18","24",,,
"206330","Urbana University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","47667","21","71","68",,,,,"17","23","12386000","2970000",
"206491","Wilberforce University","2017","Baccalaureate Colleges: Diverse Fields","African Methodist Episcopal","44655","26","48","10","390","490","390","490","14","18","16906566","2547818","8141313"
"206507","Wilmington College","2017","Baccalaureate Colleges: Diverse Fields","Friends","52287","58","84","15","490","640","480","620","19","24","25498787","8222325","37118706"
"206525","Wittenberg University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Lutheran Church in America","64827","67","72","10",,,,,,,"52163632","19942080","106594725"
"206589","The College of Wooster","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","76281","77","56","18","570","680","580","700","24","30","92120031","30006400","294316001"
"206613","Wright State University-Lake Campus","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","82774","33","99","65","480","530","450","500","18","23",,,
"207351","Oklahoma Panhandle State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","39987","25",,,,,,,,,,,
"207403","Oklahoma Baptist University","2017","Baccalaureate Colleges: Diverse Fields","Baptist","60264","59","65","21","490","590","470","560","20","26","45839613","14925260","126016164"
"207661","Rogers State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","46943","25",,,,,,,,,,,
"207689","St. Gregory's University","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic",,,,,,,,,,,,,
"207722","University of Science and Arts of Oklahoma","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","49727","31","52","37","395","500","420","510","19","24",,,
"207856","Southwestern Christian University","2017","Baccalaureate Colleges: Diverse Fields","Pentecostal Holiness Church","41921","26","77","88","428","573","388","575","16","20","9305229","3079949","505113"
"209056","Lewis & Clark College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","87492","80","71","12","620","710","590","680","27","31","122570018","51958516","221922307"
"209065","Linfield College-McMinnville Campus","2017","Baccalaureate Colleges: Arts & Sciences Focus","American Baptist","66061","78","81","21","510","610","510","600","20","26","65931944","29211285","113840908"
"209506","Oregon Institute of Technology","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","67425","44","61","41","520","620","520","610","21","26",,,
"209922","Reed College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","93972","80","36","21","670","740","640","760","30","33","92746830","33766584","542928693"
"210304","Warner Pacific College","2017","Baccalaureate Colleges: Diverse Fields","Church of God","54010","38","95","13",,,,,,,"19296477","7668778","12432903"
"210401","Willamette University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","93893","73","89","11",,,,,,,"98601000","38276000","240702000"
"210492","Bryn Athyn College of the New Church","2017","Baccalaureate Colleges: Arts & Sciences Focus","Other (none of the above)","67901","49","88","46","480","590","460","550","19","23",,"3724354","58756970"
"210571","Albright College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","58604","53","50","11",,,,,,,"54428540","21936611","67742285"
"210669","Allegheny College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","75025","75","68","14","580","670","560","650","23","29","77063260","25759378","204512720"
"210906","The Art Institutes of York-PA","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,,,,,,,,,,,,
"211273","Bryn Mawr College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","98398","83","38","32","650","730","660","770","29","33","123769000","49050000","852743000"
"211291","Bucknell University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","100432","90","31","31","620","700","630","720","28","31","231833000","85707000","800765000"
"211468","Cedar Crest College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","67129","50","63","28","480","600","460","570","19","26","33642339","13223903","31961793"
"211477","Central Penn College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","48091","34","79","48",,,,,,,,,
"211608","Cheyney University of Pennsylvania","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","89369","26",,,,,,,,,,,
"212009","Dickinson College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","82228","83","49","21",,,,,,,"130742025","46272958","412810071"
