"unitid","institution name","year","HD2017.Carnegie Classification 2015: Basic","IC2017.Religious affiliation","DRVHR2017.Average salary equated to 9 months of full-time instructional staff - all ranks","DRVGR2017.Graduation rate - Bachelor degree within 6 years, total","DRVADM2017.Percent admitted - total","DRVADM2017.Admissions yield - total","ADM2017.SAT Evidence-Based Reading and Writing 25th percentile score","ADM2017.SAT Evidence-Based Reading and Writing 75th percentile score","ADM2017.SAT Math 25th percentile score","ADM2017.SAT Math 75th percentile score","ADM2017.ACT Composite 25th percentile score","ADM2017.ACT Composite 75th percentile score","F1617_F2.Total expenses","F1617_F2.Instruction-Total amount","F1617_F2.Value of endowment assets at the end of the fiscal year"
"212197","Elizabethtown College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Church of Brethren","77645","75","74","18","540","640","530","640","22","27","66976896","30200134","76065139"
"212577","Franklin and Marshall College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","87175","86","34","28",,,,,,,"138275961","56343267","367933000"
"212674","Gettysburg College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","86356","84","46","25",,,,,,,"128367266","44910211","313816062"
"212805","Grove City College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Undenominational",,"83","80","45","537","587","534","662","23","32","75409523","30836871","112774893"
"212911","Haverford College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","88227","93","20","39","700","760","690","770","31","34","106788655","36371501","502942006"
"213251","Juniata College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","72716","84","71","21",,,,,,,"55806576","18731495","115779230"
"213303","Keystone College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","61493","39","94","15",,,,,,,"26887457","10584838","7764036"
"213358","La Roche College","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","63360","51","97","20","480","590","470","550","18","23","29978590","9174053","5742494"
"213385","Lafayette College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","106287","90","31","26","630","710","630","730","28","31","167080000","60209000","833069000"
"213668","Lycoming College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","68096","67","64","23","490","600","498","600","21","25","44564168","14654460","200823000"
"213996","Messiah College","2017","Baccalaureate Colleges: Diverse Fields","Interdenominational","77320","81","77","34","560","660","540","650","22","29","97714538","37584786","134388110"
"214157","Moravian College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Moravian Church","70828","63","76","21","510","610","500","600","21","27","68030460","28492807","111317447"
"214175","Muhlenberg College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","79964","86","48","25","580","680","560","660","25","30","101648703","45056712","272864962"
"214591","Pennsylvania State University-Penn State Erie-Behrend College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","80874","66","89","29","520","610","530","640","22","27",,,
"214625","Pennsylvania State University-Penn State New Kensington","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","74530","45","77","31","490","580","500","600","18","29",,,
"214634","Pennsylvania State University-Penn State Shenango","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","62796","32","74","32","490","560","460","550","17","23",,,
"214643","Pennsylvania State University-Penn State Wilkes-Barre","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","71928","60","82","29","490","580","495","590","18","25",,,
"214652","Pennsylvania State University-Penn State Worthington Scranton","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","73481","37","78","38","470","570","460","570","17","25",,,
"214670","Pennsylvania State University-Penn State Lehigh Valley","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","65913","54","85","23","490","600","490","620","21","27",,,
"214689","Pennsylvania State University-Penn State Altoona","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","69899","65","92","25","500","590","500","590","21","26",,,
"214698","Pennsylvania State University-Penn State Beaver","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","74718","47","81","29","490","595","495","600","20","28",,,
"214704","Pennsylvania State University-Penn State Berks","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","76254","57","86","33","490","590","490","600","21","26",,,
"214731","Pennsylvania State University-Penn State Brandywine","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","77284","42","87","30","470","590","480","610","19","27",,,
"214786","Pennsylvania State University-Penn State Greater Allegheny","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","73890","45","82","24","470","590","490","600","18","24",,,
"214801","Pennsylvania State University-Penn State Abington","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","73138","49","85","24","480","580","490","620","21","27",,,
"214810","Pennsylvania State University-Penn State Schuylkill","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","75606","37","76","37","450","570","450","540","16","25",,,
"214829","Pennsylvania State University-Penn State York","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","76984","55","82","24","500","600","530","680","23","26",,,
"214883","Peirce College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","64428","0",,,,,,,,,"18813411","6427559","996102"
"215266","University of Pittsburgh-Bradford","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","67476","43","54","17","490","590","490","570","20","24",,"12433451","231589"
"215275","University of Pittsburgh-Greensburg","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","63073","31","73","23","510","590","510","590","19","25",,"9601800","5386255"
"215284","University of Pittsburgh-Johnstown","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","64656","47","76","26","510","590","510","590","20","25",,"18772355","42186384"
"215798","Saint Vincent College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","67767","69","62","30","510","610","510","600","20","26","55248013","17208916","98817264"
"216278","Susquehanna University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","72833","71","70","15",,,,,,,"81665928","26753859","161178061"
"216287","Swarthmore College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","116373","94","11","39","690","760","690","780","31","34","161332000","57318000","1955532000"
"216357","Thiel College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","57946","47","63","14","440","550","440","560","17","24","27982593","8432931","33657060"
"216524","Ursinus College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","79614","77","78","15","560","660","550","650","24","30","64286733","21568484","147660622"
"216542","University of Valley Forge","2017","Baccalaureate Colleges: Diverse Fields","Assemblies of God Church","53423","46","53","36",,,,,,,"19213855","3891478","2633381"
"216667","Washington & Jefferson College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","74194","70","48","13",,,,,,,"56237668","20247744","137230668"
"216807","Westminster College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","62378","70","72","16","500","620","490","600","20","27","39487844","13035309","117825639"
"217013","Wilson College","2017","Baccalaureate Colleges: Diverse Fields","Presbyterian Church (USA)","61299","51","59","23","480","570","460","540","21","26","24543786","6177391","56424032"
"217624","Allen University","2017","Baccalaureate Colleges: Arts & Sciences Focus","African Methodist Episcopal","47773","24",,,,,,,,,"13768248","2989638","312884"
"217721","Benedict College","2017","Baccalaureate Colleges: Diverse Fields","Baptist","53124","26",,,,,,,,,"54645167","9379051","24998716"
"217873","Claflin University","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","62511","53","41","13","390","570","390","560","14","23","48519862","19084498","26003205"
"217907","Coker College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","53636","47","62","25","470","560","450","540","17","21","24845597","7179915","29223521"
"217998","Erskine College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Reformed Presbyterian Church","43053","60","55","29","480","570","480","540","19","24","17379655","4601674","38602664"
"218070","Furman","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","88438","81","61","23","600","690","590","690","26","31","150361493","59281737","661046233"
"218229","Lander University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","55072","42","48","37","480","560","460","540","17","23",,,
"218238","Limestone College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","47728","24","50","25","480","560","480","550","17","22","40894959","14575452","19187979"
"218399","Morris College","2017","Baccalaureate Colleges: Diverse Fields","Baptist","49557","21",,,,,,,,,"19113772","6497388","11206991"
"218414","Newberry College","2017","Baccalaureate Colleges: Diverse Fields","Evangelical Lutheran Church","50649","52","58","34","460","580","460","550","17","22","26218989","7497918","16483153"
"218539","Presbyterian College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","69892","68","65","19","510","620","510","630","21","27","42920195","14900686","90184620"
"218645","University of South Carolina-Aiken","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","62479","41","53","35","470","570","450","550","18","23",,,
"218654","University of South Carolina-Beaufort","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","65775","27","64","34","480","560","450","530","17","22",,,
"218742","University of South Carolina-Upstate","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","61470","43","58","40","470","560","450","540","17","22",,,
"218919","Voorhees College","2017","Baccalaureate Colleges: Diverse Fields","Protestant Episcopal","49688","29","53","4",,,,,,,"12654561","3185439","7080852"
"218973","Wofford College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","71890","81","69","21","570","660","550","650","29","30","67872380","20469934","194389675"
"219000","Augustana University","2017","Baccalaureate Colleges: Diverse Fields","Evangelical Lutheran Church","61124","71","68","36","530","630","540","660","23","29","51238548","23497396","75492914"
"219091","Dakota Wesleyan University","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","53473","48","76","38","360","600","390","570","20","24","16848420","4384000","28493450"
"219204","National American University-Rapid City","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","54886","8",,,,,,,,,,,
"220181","Fisk University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","49724","49","45","11","520","650","420","610","16","22","27645959","6325679","20062281"
"220206","Welch College","2017","Baccalaureate Colleges: Diverse Fields","Free Will Baptist Church","52761","52",,,,,,,,,"5686762","1631816","2595378"
"220598","Lane College","2017","Baccalaureate Colleges: Diverse Fields","Christian Methodist Episcopal","45818","21","48","14",,,,,"14","17","24559694","5752889","5131230"
"220604","Le Moyne-Owen College","2017","Baccalaureate Colleges: Diverse Fields","Multiple Protestant Denomination","43483","14","100","36",,,,,"14","17","17341411","4220672","12866276"
"220701","Martin Methodist College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","51560","33","99","36",,,,,"18","23","17724961","6701418","14643134"
"220710","Maryville College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","59941","59","49","22","460","580","470","570","20","27","31546306","8899076","69951350"
"221351","Rhodes College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","76314","83","51","21","620","720","600","690","27","32","82338611","32441221","342349912"
"221519","Sewanee-The University of the South","2017","Baccalaureate Colleges: Arts & Sciences Focus","Protestant Episcopal","86314","77","47","23",,,,,,,"104074147","36293180","395006424"
"221731","Tennessee Wesleyan University","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","41416","40","60","40","480","560","470","540","18","24","16010417","5830825","11362132"
"222983","Austin College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","65344","67","52","18","590","680","570","680","23","29","44759946","16077136","131978357"
"224527","East Texas Baptist University","2017","Baccalaureate Colleges: Diverse Fields","Baptist","60927","31","54","42","490","570","470","560","18","23","32031359","9282681","71636114"
"225548","Howard Payne University","2017","Baccalaureate Colleges: Diverse Fields","Baptist","52077","41","59","31","470","560","460","540","19","22","23871917","8684786","56480545"
"225575","Huston-Tillotson University","2017","Baccalaureate Colleges: Diverse Fields","Multiple Protestant Denomination","47702","23","30","15","420","530","420","520","16","20","21252875","5782964","11287988"
"225885","Jarvis Christian College","2017","Baccalaureate Colleges: Diverse Fields","Christian Church (Disciples of Christ)","51294","21",,,,,,,,,"18537646","4592648","10539248"
"226587","McMurry University","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","56032","36","43","31","460","550","470","560","17","22","23303732","9170997","90960972"
"227429","Paul Quinn College","2017","Baccalaureate Colleges: Diverse Fields","African Methodist Episcopal","49800","19","54","40","360","480","370","470","14","17","10217289","1328444","10424989"
"228042","Schreiner University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","59560","48","92","31","480","580","480","560","19","24","32066282","9942386","69186376"
"228343","Southwestern University","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","73273","74","43","20","570","670","540","650","23","29","49989720","19026319","255545708"
"228468","Southwestern Adventist University","2017","Baccalaureate Colleges: Diverse Fields","Seventh Day Adventist","56220","37","62","15","450","610","450","530","18","24","18655326","7358351","11430381"
"228884","Texas College","2017","Baccalaureate Colleges: Diverse Fields","Christian Methodist Episcopal","37480","10",,,,,,,,,"16547224","2944581","4408307"
"228981","Texas Lutheran University","2017","Baccalaureate Colleges: Diverse Fields","American Evangelical Lutheran Church","62466","52","49","38","480","580","488","570","19","24","36874927","11608974","94995542"
"229887","Wiley College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","45009","21",,,,,,,,,"25722004","5786386","7084514"
"230047","Brigham Young University-Hawaii","2017","Baccalaureate Colleges: Diverse Fields","Latter Day Saints (Mormon Church)","83920","39","37","50","550","633","540","620","22","26","109788000","44094000","97998486"
"230630","Stevens-Henager College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","36291","27",,,,,,,,,"4289845","1306485",
"230816","Bennington College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","88757","67","57","27",,,,,,,"40248765","16406989","33798841"
"230834","Castleton University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","60420","51","82","20","470","570","450","560","17","23",,,
"230931","Lyndon State College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","57820","43","97","19","470","590","460","580","15","22",,,
"230940","Marlboro College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","43835","52","97","25",,,,,,,"14170530","5004496",
"230959","Middlebury College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","100489","95","17","42","660","750","660","760","30","34","279050000","88002000","1073976000"
"231059","Saint Michael's College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","75144","78","85","16",,,,,,,"81126048","22789636","87456440"
"231077","College of St Joseph","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","39342","29","54","25","480","535","448","548","16","22","6939725","1712421","1640709"
"231086","Southern Vermont College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","49401","51","91","26",,,,,,,"10870647","2310750","3084450"
"231095","Sterling College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","32008","42","94","42",,,,,,,"4646316","1691957","940672"
"231420","Averett University","2017","Baccalaureate Colleges: Diverse Fields","Baptist","54417","40","61","16","420","523","410","510","17","22","25910942","9011011","23522151"
"231554","Bluefield College","2017","Baccalaureate Colleges: Diverse Fields","Baptist","47197","21","91","15","440","545","430","540","16","23","15028005","3839507","6889434"
"231581","Bridgewater College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Church of Brethren","59375","61","52","14","500","600","470","570","18","25","47639127","12272446","89237902"
"232025","Emory & Henry College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","61016","52","72","25","498","590","490","580","19","25","37247227","14163648","88786994"
"232089","Ferrum College","2017","Baccalaureate Colleges: Diverse Fields","United Methodist","53847","35","72","16","430","540","420","530","15","22","33232447","8175402","51192714"
"232256","Hampden-Sydney College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","73029","64","55","16","530","635","520","630","21","27","48287259","14658476","158475911"
"232308","Hollins University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","63305","62","48","11","580","680","530","615","23","28","38005285","14471553","182202213"
"233295","Randolph-Macon College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","73198","66","62","21","540","630","510","603","21","27","50494912","15240862","152127260"
"233301","Randolph College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","71807","59","86","14","490","610","460","580","19","25","30395748","10714082","152435000"
"233374","University of Richmond","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","113116","88","33","24","630","710","640","750","29","32","300111000","83534000","2373506000"
"233426","Roanoke College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","70195","67","67","16","530","630","510","600","22","27","66184838","23340410","143653267"
"233611","Southern Virginia University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","58175","27","56","64","375","528","420","560","14","26","19214497","4741656","1283462"
"233718","Sweet Briar College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","65569","54","93","24","530","630","463","550","20","28","31236327","10983481","76875074"
"233897","The University of Virginia's College at Wise","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","67502","46","78","39","480","570","460","548","17","23",,,
"234085","Virginia Military Institute","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","70152","77","53","49","560","640","540","640","23","28",,,
"234164","Virginia Union University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Baptist","38563","27","44","21","420","520","400","500","15","20","37499016","10793427","32305068"
"234173","Virginia Wesleyan University","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Methodist","73466","52","70","27","490","590","463","570","19","25","39562770","14499027","56770385"
"234207","Washington and Lee University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","117613","92","22","39","680","740","670","750","31","33","160919000","73746000","1547135000"
"236328","University of Puget Sound","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","93952","78","84","12",,,,,,,"118227000","49048000","344560000"
"237057","Whitman College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","81896","88","52","18","570","690","570","690","28","32","83218746","30641316","518290323"
"237118","Alderson Broaddus University","2017","Baccalaureate Colleges: Diverse Fields","American Baptist","45076","47","41","18","470","540","460","540","18","23","26065246","5914442","17923351"
"237181","Bethany College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Christian Church (Disciples of Christ)","53169","46","94","20","430","560","420","550","17","24","23895250","5186501","42310780"
"237215","Bluefield State College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","59805","20","81","47","500","580","460","510","17","21",,,
"237358","Davis & Elkins College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Presbyterian Church (USA)","50491","45","42","25","450","550","450","550","17","22","20315475","6314807","40984151"
"237385","Glenville State College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","52568","41",,,,,,,,,,,
"237640","Ohio Valley University","2017","Baccalaureate Colleges: Diverse Fields","Churches of Christ","44224","29","29","51","430","550","480","560","18","23","12024359","2066290","1915950"
"237792","Shepherd University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","64091","42","89","43","490","580","480","570","19","24",,,
"237899","West Virginia State University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","54332","26","98","13","460","538","440","518","17","22",,,
"237932","West Liberty University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","57155","48","72","38","390","470","410","480","17","23",,,
"237950","West Virginia University Institute of Technology","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","64400","21","53","42","490","590","460","590","21","27",,,
"238333","Beloit College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","65216","86","54","11",,,,,,,"54840660","20264970","159514047"
"238476","Carthage College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Evangelical Lutheran Church","54421","60","68","14","530","650","510","650","21","27","75839969","33092512","106774647"
"239017","Lawrence University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","71915","80","61","16","620","730","600","730","25","32","68909660","25293997","318204180"
"239071","Maranatha Baptist University","2017","Baccalaureate Colleges: Diverse Fields","Baptist","38475","48","73","76","583","650","500","610","20","25","15857738","5609011","242061"
"239512","Northland College","2017","Baccalaureate Colleges: Arts & Sciences Focus","United Church of Christ","55020","64","61","19",,,,,,,"22374857","6860016","23643533"
"239628","Ripon College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","66402","68","68","14","520","610","520","650","20","26","28952269","10387966","84460154"
"239716","Saint Norbert College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","66122","73","79","17","570","630","540","600","22","27","73702815","23014531","108663766"
"240338","Wisconsin Lutheran College","2017","Baccalaureate Colleges: Diverse Fields","Wisconsin Evangelical Lutheran Synod","55096","67","90","36","518","635","490","643","20","26","32058963","10241889","32941203"
"240374","University of Wisconsin-Parkside","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","58251","34","61","51",,,,,"18","23",,,
"240426","University of Wisconsin-Superior","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","57201","43","76","37",,,,,"18","23",,,
"241128","American University of Puerto Rico","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","26381","41",,,,,,,,,,,
"241191","Universidad Adventista de las Antillas","2017","Baccalaureate Colleges: Diverse Fields","Seventh Day Adventist","24584","39","96","60",,,,,,,"11106483","4131226","134104"
"241386","Caribbean University-Carolina","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","19688","26",,,,,,,,,"1022747","280913","256"
"241720","Colegio Universitario de San Juan","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","31275","23","88","89",,,,,,,,,
"242644","Inter American University of Puerto Rico-Barranquitas","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","34241","30","56","98",,,,,,,,"6250781",
"242680","Inter American University of Puerto Rico-Fajardo","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","38996","35","81","98",,,,,,,,"6351986",
"242699","Inter American University of Puerto Rico-Guayama","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","39519","23","46","90",,,,,,,,"7023373",
"242705","Inter American University of Puerto Rico-Bayamon","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","41655","29","63","98",,,,,,,,"13447043",
"243106","University of Puerto Rico-Aguadilla","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","63812","40","71","88","474","581","462","580",,,,,
"243115","University of Puerto Rico-Arecibo","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","61278","49","37","90",,,,,,,,,
"243133","University of Puerto Rico-Bayamon","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","52494","35","61","88",,,,,,,,,
"243142","University of Puerto Rico-Carolina","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","56305","56","32","76","472","573","440","557",,,,,
"243151","University of Puerto Rico-Cayey","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","58740","45","76","83","511","604","503","630",,,,,
"243179","University of Puerto Rico-Humacao","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","53051","51","38","84",,,,,,,,,
"243212","University of Puerto Rico-Ponce","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","50003","45","33","73",,,,,,,,,
"243586","Pontifical Catholic University of Puerto Rico-Mayaguez","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","33263","35","99","37",,,,,,,,,
"243832","EDP University of Puerto Rico Inc-San Juan","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","19849","46","84","46",,,,,,,"21182151","6145819",
"245652","St. John's College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","83597","65","63","32","630","670","560","680","23","32","23642974","8766549","76896559"
"245847","Antioch University-Santa Barbara","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","56573",,,,,,,,,,,,
"262129","New College of Florida","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","74111","65","69","21","620","710","570","670","25","30",,,
"363916","Caribbean University-Vega Baja","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","19500","18",,,,,,,,,"1116450","306650","279"
"384254","Beacon College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","46845","72","53","59",,,,,,,"13608115","2508970","83990"
"385619","Everglades University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","45487","51","73","57",,,,,,,"27635440","8344704",
"398130","Mt Sierra College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","49626","27","87","75",,,,,,,,,
"399911","Soka University of America","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","103387","94","37","59","590","670","610","720","27","31","56455000","13973000","1239053000"
"414823","Johnson & Wales University-North Miami","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","80046","44","78","12",,,,,,,,,
"414878","Trine University-Regional/Non-Traditional Campuses","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","67928","29",,,,,,,,,,,
"421832","Living Arts College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","33750","31","83","54",,,,,,,,,
"428259","Ottawa University-Milwaukee","2017","Baccalaureate Colleges: Diverse Fields","American Baptist","45000",,,,,,,,,,,,
"432241","University of Phoenix-Oregon","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,"14",,,,,,,,,,,
"437325","Linfield College-Online and Continuing Education","2017","Baccalaureate Colleges: Diverse Fields","American Baptist","66061",,,,,,,,,,,,
"440466","University of Phoenix-Idaho","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,"13",,,,,,,,,,,
"441900","Nevada State College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","67961","16","84","46",,,,,,,,,
"443410","DigiPen Institute of Technology","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","73501","43","54","56","577","680","570","680","25","30",,,
"445319","University of Phoenix-Minnesota","2017","Baccalaureate Colleges: Diverse Fields",,,,,,,,,,,,,,
"446048","Ave Maria University","2017","Baccalaureate Colleges: Arts & Sciences Focus","Roman Catholic","65807","55","42","27","500","630","480","600","21","27","39127091","9749145","4500611"
"447050","United States University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","59899","0",,,,,,,,,,,
"447689","Georgia Gwinnett College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","61992","15",,,,,,,,,,,
"449870","University of the West","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","51338","50",,,,,,,,,"8616535","3116749","13242726"
"450085","The Art Institute of Charleston","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","40043","24",,,,,,,,,,,
"450298","Strayer University-Delaware","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","76107",,,,,,,,,,,,
"451060","Digital Media Arts College","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,,,,,,,,,,,,
"454184","The King's College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Interdenominational","80345","52","41","17","590","670","550","630","24","29","22903707","6931682","476964"
"454582","Ottawa University-Online","2017","Baccalaureate Colleges: Diverse Fields","American Baptist","46500",,,,,,,,,,,,
"455770","Providence Christian College","2017","Baccalaureate Colleges: Arts & Sciences Focus","Undenominational","47936","57","91","25",,,,,"2","9","5771587","3770985","27426"
"456621","Strayer University-West Virginia","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,,,,,,,,,,,,
"457484","Pacific Rim Christian University","2017","Baccalaureate Colleges: Diverse Fields","Other Protestant",,"47","57","79",,,,,,,"1407389","168013",
"457697","City Vision University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,,,,,,,,,,"474743","81215",
"458496","The Art Institute of Virginia Beach","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","37116","30",,,,,,,,,,,
"458973","Strayer University-Texas","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","65463","0",,,,,,,,,,,
"458982","The Art Institute of San Antonio","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","43030","23",,,,,,,,,,,
"459268","South University–Virginia Beach","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","54156","20",,,,,,,,,,,
"459851","Herzing University-Brookfield","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","64021","0","96","32",,,,,,,"5490227","2873721",
