"unitid","institution name","year","IC2015.Religious affiliation","DRVHR2015.Average salary equated to 9 months of full-time instructional staff - all ranks","DRVGR2015.Graduation rate - Bachelor degree within 6 years, total","DRVADM2015.Percent admitted - total","DRVADM2015.Admissions yield - total","ADM2015.SAT Critical Reading 25th percentile score","ADM2015.SAT Critical Reading 75th percentile score","ADM2015.SAT Math 25th percentile score","ADM2015.SAT Math 75th percentile score","ADM2015.ACT Composite 25th percentile score","ADM2015.ACT Composite 75th percentile score","F1415_F2.Total expenses","F1415_F2.Instruction-Total amount","F1415_F2.Value of endowment assets at the end of the fiscal year"
"201371","Bluffton University","2015","Mennonite Church","52803","46","54","25","410","580","430","560","18","23","22444410","8448653","23113645"
"201654","Cedarville University","2015","Baptist","64638","72","74","35","540","650","520","640","23","28","85112356","35139414","26812368"
"201690","Central State University","2015","Not applicable","58806","19","39","20","330","410","340","420","14","18",,,
"201964","Ohio Christian University","2015","Other Protestant","18396","33",,,,,,,,,"30291075","12552366","4487412"
"202514","Defiance College","2015","United Church of Christ","51579","41","65","23","395","460","390","505","19","24","19065313","6116303","14862708"
"202523","Denison University","2015","Not applicable","77688","80","48","22",,,,,,,"123156868","42293492","812299603"
"203128","Hiram College","2015","Not applicable","49383","60","58","15","450","590","430","578","20","27","33646727","10828269","70325492"
"203535","Kenyon College","2015","Not applicable","77157","87","26","29","630","730","610","690","28","32","106273410","41102884","218644080"
"203845","Marietta College","2015","Not applicable","60381","66","72","14","480","600","470","620","21","27","41372719","18758965","77830713"
"204185","University of Mount Union","2015","United Methodist","68634","61","75","31","460","540","440","590","21","26","55723657","21788568","140147000"
"204501","Oberlin College","2015","Not applicable","95022","88","29","35","640","740","620","710","29","32","182985478","85474637","871964706"
"204635","Ohio Northern University","2015","United Methodist","74115","66","69","27","480","600","530","640","23","28","89169735","39745703","167664205"
"204671","Ohio State University-Lima Campus","2015","Not applicable","79623","32",,,,,,,,,,,
"204909","Ohio Wesleyan University","2015","United Methodist","75330","71","75","15",,,,,,,"69908675","25740347","216062747"
"205443","Shawnee State University","2015","Not applicable","59598","25",,,,,,,,,,,
"206330","Urbana University","2015","Not applicable","46989","35","91","35","402","520","405","548","18","23","15134363","3771956",
"206491","Wilberforce University","2015","African Methodist Episcopal","41724","27","55","20","303","380","310","400","14","18","16294661","3532340","9690315"
"206507","Wilmington College","2015","Friends","52731","52","93","13","410","500","430","530","19","22","24255709","7327531","37689106"
"206525","Wittenberg University","2015","Lutheran Church in America","62478","64","77","10",,,,,,,"53663210","20431567","102505368"
"206589","The College of Wooster","2015","Not applicable","74790","82","55","18","540","670","560","680","25","30","88427769","28884519","280453482"
"206613","Wright State University-Lake Campus","2015","Not applicable","79074","29","99","71","400","480","470","520","18","23",,,
"207351","Oklahoma Panhandle State University","2015","Not applicable","32832","30","68","54",,,,,"16","21",,,
"207403","Oklahoma Baptist University","2015","Baptist","61929","52","61","19","450","580","440","560","20","25","41959817","13356290","115523717"
"207661","Rogers State University","2015","Not applicable","51363","22","82","85",,,,,"16","18",,,
"207689","St. Gregory's University","2015","Roman Catholic","43992","33","61","38",,,,,,,"15108774","3333789","11788276"
"207722","University of Science and Arts of Oklahoma","2015","Not applicable","49635","40","66","48","395","500","420","510","19","24",,,
"207856","Southwestern Christian University","2015","Pentecostal Holiness Church","43137","58","48","78","420","580","430","600","17","24","8300320","3093824","861643"
"209056","Lewis & Clark College","2015","Not applicable","86184","72","63","14",,,,,,,"121027472","53973195","224942839"
"209065","Linfield College-McMinnville Campus","2015","American Baptist","63369","63","84","24","470","580","480","580","20","26","63671653","28035147","102901985"
"209506","Oregon Institute of Technology","2015","Not applicable","62802","46","57","41","460","580","460","590","19","26",,,
"209922","Reed College","2015","Not applicable","93708","82","35","22","670","760","620","720","29","33","87235717","31704230","524449456"
"210304","Warner Pacific College","2015","Church of God","62100","55","51","14",,,,,,,"21698682","9163581","10833738"
"210401","Willamette University","2015","Not applicable","85563","79","78","11","550","670","550","660","25","30","97140000","38390000","240942000"
"210492","Bryn Athyn College of the New Church","2015","Other (none of the above)","65295","58","42","48","390","555","395","550","18","23",,"3596468","60025025"
"210571","Albright College","2015","United Methodist","58680","58","49","13",,,,,,,"54443167","23014339","65568547"
"210669","Allegheny College","2015","United Methodist","73665","75","68","17",,,,,,,"79927462","26830472","183134080"
"210906","The Art Institutes of York-PA","2015","Not applicable","41571","69",,,,,,,,,,,
"211273","Bryn Mawr College","2015","Not applicable","95292","85","39","35","620","730","620","730","28","32","117866000","47926000","867728000"
"211291","Bucknell University","2015","Not applicable","96849","90","25","35","590","680","620","710","28","32","205637000","75899000",
"211468","Cedar Crest College","2015","Not applicable","63729","58","67","24","420","550","410","530","19","26","30022537","12233138","26687946"
"211477","Central Penn College","2015","Not applicable","47529","40","97","42","340","430","312","435",,,,,
"211608","Cheyney University of Pennsylvania","2015","Not applicable","86823","17",,,,,,,,,,,
"212009","Dickinson College","2015","Not applicable","82728","85","47","26",,,,,,,"123358520","43887752","415078785"
"212197","Elizabethtown College","2015","Church of Brethren","76221","78","71","21","500","610","500","620","23","28","66265236","30204687","69815043"
"212577","Franklin and Marshall College","2015","Not applicable","83466","87","32","26",,,,,,,"126449000","49745000","334620000"
"212674","Gettysburg College","2015","Not applicable","85896","83","40","28",,,,,,,"129661296","46912774","295910848"
"212805","Grove City College","2015","Undenominational",,"85","81","44","536","655","540","654","24","29","72987772","29558389","109623107"
"212911","Haverford College","2015","Not applicable","91188","90","25","41","660","760","660","770","31","34","97193465","36645112","485556467"
"213251","Juniata College","2015","Not applicable","73935","73","77","18",,,,,,,"52808995","17563426","110564368"
"213303","Keystone College","2015","Not applicable","59517","40","98","30","400","510","400","500","16","22","27219630","10651222","7768045"
"213358","La Roche College","2015","Roman Catholic","55350","45","95","26","420","520","410","520","17","23","27664020","8449932","5253695"
"213385","Lafayette College","2015","Presbyterian Church (USA)","101592","90","30","30","580","670","620","710","27","31","152562612","58299679","809061387"
"213668","Lycoming College","2015","United Methodist","67419","64","71","26","460","570","460","570","20","25","40293176","12750668","194189000"
"213996","Messiah College","2015","Interdenominational","73665","77","79","35","500","620","510","630","21","28","91943891","32401580","131124490"
"214157","Moravian College","2015","Moravian Church","66771","69","75","26","470","580","460","510","19","23","54227221","21911663","106240788"
"214175","Muhlenberg College","2015","Evangelical Lutheran Church","77175","85","48","24",,,,,,,"94001606","41837149","256685858"
"214591","Pennsylvania State University-Penn State Erie-Behrend College","2015","Not applicable","79326","69","87","33","460","560","480","610","20","25",,,
"214625","Pennsylvania State University-Penn State New Kensington","2015","Not applicable","74754","52","79","44","440","530","440","550","19","23",,,
"214634","Pennsylvania State University-Penn State Shenango","2015","Not applicable","63468","33","68","54","410","530","410","520","19","22",,,
"214643","Pennsylvania State University-Penn State Wilkes-Barre","2015","Not applicable","69147","53","88","40","430","540","440","550","18","26",,,
"214652","Pennsylvania State University-Penn State Worthington Scranton","2015","Not applicable","73143","43","81","39","420","530","430","540","17","21",,,
"214670","Pennsylvania State University-Penn State Lehigh Valley","2015","Not applicable","61695","50","86","29","440","560","450","580","19","27",,,
"214689","Pennsylvania State University-Penn State Altoona","2015","Not applicable","68022","69","89","27","440","540","450","550","20","24",,,
"214698","Pennsylvania State University-Penn State Beaver","2015","Not applicable","70542","45","82","34","430","550","450","570","18","24",,,
"214704","Pennsylvania State University-Penn State Berks","2015","Not applicable","73602","63","85","39","420","540","430","560","18","25",,,
"214731","Pennsylvania State University-Penn State Brandywine","2015","Not applicable","72306","41","83","36","420","520","440","550","18","26",,,
"214786","Pennsylvania State University-Penn State Greater Allegheny","2015","Not applicable","72180","38","79","34","390","540","400","540","20","25",,,
"214801","Pennsylvania State University-Penn State Abington","2015","Not applicable","70884","48","82","27","420","520","430","570","19","25",,,
"214810","Pennsylvania State University-Penn State Schuylkill","2015","Not applicable","74466","45","73","44","410","520","420","510","16","19",,,
"214829","Pennsylvania State University-Penn State York","2015","Not applicable","73908","50","86","27","430","560","470","630","21","26",,,
"214883","Peirce College","2015","Not applicable","64467","0",,,,,,,,,"20403128","7796769","239244"
"215266","University of Pittsburgh-Bradford","2015","Not applicable","65970","44","63","18","440","540","450","530","18","23",,"11995071","228934"
"215275","University of Pittsburgh-Greensburg","2015","Not applicable","61551","56","71","28","460","560","470","560","20","25",,"9573226","4971598"
"215284","University of Pittsburgh-Johnstown","2015","Not applicable","62577","55","81","26","450","550","460","570","20","25",,"18189989","38389258"
"215798","Saint Vincent College","2015","Roman Catholic","66609","69","70","33","470","580","480","580","20","26","50521562","15217860","86954737"
"216278","Susquehanna University","2015","Evangelical Lutheran Church","71856","71","76","17",,,,,,,"74048204","25818524","148746477"
"216287","Swarthmore College","2015","Not applicable","112122","94","12","42","670","760","670","770","30","34","137963000","50665000","1845799000"
"216357","Thiel College","2015","Evangelical Lutheran Church","57618","41","61","15","410","510","420","520","17","21","29289986","8321569","31425000"
"216524","Ursinus College","2015","Not applicable","78498","78","83","20",,,,,,,"62550078","21887210","143260228"
"216542","University of Valley Forge","2015","Assemblies of God Church","54855","50","95","40","410","540","380","510","18","26","20650155","5027387","1791661"
"216667","Washington & Jefferson College","2015","Not applicable","70821","75","43","13",,,,,,,"53964448","19842504","136735510"
"216807","Westminster College","2015","Presbyterian Church (USA)","59508","71","94","18","470","590","470","480","20","26","38305177","13939837","115512620"
"217013","Wilson College","2015","Presbyterian Church (USA)","60093","39","45","23","410","540","410","520","18","22","21083223","4612750","67459420"
"217624","Allen University","2015","African Methodist Episcopal","42102","19",,,,,,,,,"16163690","4442586","312884"
"217721","Benedict College","2015","Baptist","50994","27",,,,,,,,,"54756770","9478798","22126665"
"217873","Claflin University","2015","United Methodist","57690","16","41","20","360","450","360","440","15","19","44326262","15479560","25295126"
"217907","Coker College","2015","Not applicable","51192","52","50","31","430","530","440","540","18","22","23401249","6645548","27693301"
"217998","Erskine College","2015","Reformed Presbyterian Church","50112","62","64","34","430","550","450","560","18","24","17644968","4600829","37882833"
"218070","Furman","2015","Not applicable","84348","83","64","21",,,,,,,"140762871","55478363","631397402"
"218229","Lander University","2015","Not applicable","55179","46","62","34","400","510","410","510","17","22",,,
"218238","Limestone College","2015","Not applicable","47484","39","46","31","400","500","410","510","16","21","41727804","16992538","16963804"
"218399","Morris College","2015","Baptist","44982","34",,,,,,,,,"19855249","7076980","12378158"
"218414","Newberry College","2015","Evangelical Lutheran Church","48033","39","56","41","430","530","430","540","18","22","27770708","8660559","14473941"
"218539","Presbyterian College","2015","Presbyterian Church (USA)","68733","70","62","20","480","590","490","600","20","27","44997343","14996834","90068862"
"218645","University of South Carolina-Aiken","2015","Not applicable","59697","43","57","46","440","540","440","540","18","23",,,
"218654","University of South Carolina-Beaufort","2015","Not applicable","58986","23","63","42","420","520","410","500","17","22",,,
"218742","University of South Carolina-Upstate","2015","Not applicable","56421","40","56","37","430","530","430","510","18","22",,,
"218919","Voorhees College","2015","Protestant Episcopal","41247","34","93","8",,,,,,,"12974717","3200917","6467668"
"218973","Wofford College","2015","United Methodist","72414","81","72","22","520","630","530","630","23","29","61886841","19019343","184707575"
"219000","Augustana University","2015","Evangelical Lutheran Church","59454","75","65","39","480","650","520","660","23","28","47037725","20222664","67218931"
"219091","Dakota Wesleyan University","2015","United Methodist","49194","42","74","37","353","521","423","508","18","24","15741330","4539329","27188191"
"219204","National American University-Rapid City","2015","Not applicable","51129","12",,,,,,,,,,,
"220181","Fisk University","2015","Not applicable","51912","53","81","9","380","480","410","560","17","23","29111875","5792621","18577263"
"220206","Welch College","2015","Free Will Baptist Church","37530","27",,,,,,,,,"5348913","1518809","1459898"
"220598","Lane College","2015","Christian Methodist Episcopal","44640","24","55","17","323","378","323","398","14","17","22523140","6549154","4909691"
"220604","Le Moyne-Owen College","2015","Multiple Protestant Denomination","43335","13","100","35",,,,,"14","17","17606506","4004088","13394531"
"220701","Martin Methodist College","2015","United Methodist","47106","35",,,,,,,,,"17633584","5775838","14673690"
"220710","Maryville College","2015","Presbyterian Church (USA)","59031","53","67","30","440","560","440","540","20","26","30231674","8341215","67915248"
"221351","Rhodes College","2015","Presbyterian Church (USA)","73647","83","47","26","600","700","580","680","27","32","80125119","31654924","340088169"
"221519","Sewanee-The University of the South","2015","Protestant Episcopal","83538","78","41","26",,,,,,,"95213101","30626878","377821984"
"221731","Tennessee Wesleyan University","2015","United Methodist","42183","46","65","30","420","520","420","500","19","25","16743514","5933787","10627009"
"222983","Austin College","2015","Presbyterian Church (USA)","63423","73","54","20","540","650","540","640","22","28","43611568","16618318","134745638"
"224527","East Texas Baptist University","2015","Baptist","57078","46","55","43","440","530","470","570","18","23","28797797","8740031","73210177"
"225548","Howard Payne University","2015","Baptist","50310","46","85","34","420","540","430","530","18","23","24271206","9025727","58144722"
"225575","Huston-Tillotson University","2015","Multiple Protestant Denomination","48960","22","47","14","330","440","350","460","14","18","19841056","6006897","10140239"
"225885","Jarvis Christian College","2015","Christian Church (Disciples of Christ)","66753","18",,,,,,,,,"17918958","2501054","10459135"
"226587","McMurry University","2015","United Methodist","53271","35","53","40","380","470","410","510","16","21","25321015","10175508","81256570"
"227429","Paul Quinn College","2015","African Methodist Episcopal","46152","13","60","13","340","420","345","420","14","18","9675421","1060555","6063281"
"228042","Schreiner University","2015","Presbyterian Church (USA)","55305","40","90","34","440","540","450","550","19","24","29053809","8919829","61440845"
"228343","Southwestern University","2015","United Methodist","70155","75","44","22","520","640","520","630","23","29","50169487","18504659","255955406"
"228468","Southwestern Adventist University","2015","Seventh Day Adventist","55575","45","49","21","400","500","380","500","17","22","17416066","6788643","10473208"
"228884","Texas College","2015","Christian Methodist Episcopal","36702","13",,,,,,,,,"12507266","2517570","3014703"
"228981","Texas Lutheran University","2015","American Evangelical Lutheran Church","62649","47","51","42","445","550","470","565","19","23","36558117","11341486","91621052"
"229887","Wiley College","2015","United Methodist","41859","19",,,,,,,,,"22117368","6689975","6933066"
"230047","Brigham Young University-Hawaii","2015","Latter Day Saints (Mormon Church)","79209","45","36","51","480","590","490","570","22","26","92962000","39696000","128522023"
"230630","Stevens-Henager College","2015","Not applicable","34074","15",,,,,,,,,"5786720","1731239",
"230816","Bennington College","2015","Not applicable","84465","68","63","31",,,,,,,"36282040","15956445","17141596"
"230834","Castleton University","2015","Not applicable","57078","50","97","22","420","530","430","533","18","23",,,
"230931","Lyndon State College","2015","Not applicable","55026","35","98","23","410","540","430","520","16","20",,,
"230940","Marlboro College","2015","Not applicable","47115","61","94","26",,,,,,,"15372946","5357965",
"230959","Middlebury College","2015","Not applicable","96669","94","17","38","630","750","640","750","29","33","272648000","84913674","1101053639"
"231059","Saint Michael's College","2015","Roman Catholic","75258","76","76","13",,,,,,,"80058464","23733792","88521380"
"231077","College of St Joseph","2015","Roman Catholic","38880","20","71","25",,,,,,,"6600055","1825060","3083698"
"231086","Southern Vermont College","2015","Not applicable","48096","25","63","33","400","490","400","500","17","20","11927817","2162185","3708941"
"231095","Sterling College","2015","Not applicable","35532","36","70","32",,,,,,,"7349959","1844353","1104836"
"231420","Averett University","2015","Baptist","53559","34","61","20","400","500","400","510","17","22","22856131","8860279","23234693"
"231554","Bluefield College","2015","Baptist","43452","39","93","24","400","518","403","518","17","22","12987347","3448185","6935941"
"231581","Bridgewater College","2015","Church of Brethren","57870","53","49","15","460","565","460","560","20","27","42669932","11253954","82716905"
"232025","Emory & Henry College","2015","United Methodist","56187","54","76","27","430","550","430","540","18","24","33043098","11793155","91843469"
"232089","Ferrum College","2015","United Methodist","54333","31","73","19","390","500","380","500","15","21","35773208","9002169","48618294"
"232256","Hampden-Sydney College","2015","Not applicable","72819","63","55","15","500","620","500","610","21","27","47767181","14552456","154642827"
"232308","Hollins University","2015","Not applicable","61164","57","61","14","520","630","470","580","21","30","34608028","13796944","170970945"
"233295","Randolph-Macon College","2015","United Methodist","72009","58","66","21","500","600","500","580","22","27","49261106","13730300",
"233301","Randolph College","2015","United Methodist","69579","69","81","19","460","570","450","550","19","24","29302130","9975570","159987000"
"233374","University of Richmond","2015","Not applicable","107217","88","31","26","600","700","620","720","29","32","274366000","77315000","2371810000"
"233426","Roanoke College","2015","Evangelical Lutheran Church","67023","66","72","16","490","610","480","590","21","27","63215907","22332829","137003596"
"233611","Southern Virginia University","2015","Not applicable","55827","30","38","37","470","580","430","570","19","26","14504243","3884826","1141135"
"233718","Sweet Briar College","2015","Not applicable","62145","64","95","26","500","655","435","575","22","27","45336846","15842136","77443141"
"233897","The University of Virginia's College at Wise","2015","Not applicable","48573","41","77","37","420","530","430","510","17","22",,,
"234085","Virginia Military Institute","2015","Not applicable","68445","74","53","48","520","620","520","610","23","27",,,
"234164","Virginia Union University","2015","Baptist","50940","32","49","13","340","430","340","430","14","18","35469247","10425430","31167682"
"234173","Virginia Wesleyan University","2015","United Methodist","69300","47","93","20","430","550","430","540","17","26","41024539","14226912","57360562"
"234207","Washington and Lee University","2015","Not applicable","113499","91","24","35","650","730","660","740","30","33","149830000","70822000","1471274000"
"236328","University of Puget Sound","2015","Not applicable","87795","78","79","14",,,,,,,"114020000","47426000","321676000"
"237057","Whitman College","2015","Not applicable","79488","87","43","22","600","720","600","700","27","32","77859925","29125854","514676424"
"237118","Alderson Broaddus University","2015","American Baptist","45153","36","54","15","440","510","450","530","19","23","25360857","6135647","5137746"
"237181","Bethany College","2015","Christian Church (Disciples of Christ)","52200","41","70","25","380","490","400","510","17","22","25899968","5459138","46724838"
"237215","Bluefield State College","2015","Not applicable","54378","18","77","56","440","520","450","520","17","22",,,
"237358","Davis & Elkins College","2015","Presbyterian Church (USA)","49806","41","59","16","410","530","390","520","17","22","22321816","7116367","36252632"
"237385","Glenville State College","2015","Not applicable","53541","29","72","33","370","470","380","480","17","22",,,
"237640","Ohio Valley University","2015","Churches of Christ","43920","38","47","29",,,,,,,"11251558","2383079","1890228"
"237792","Shepherd University","2015","Not applicable","59859","48","90","43","440","553","430","540","19","24",,,
"237899","West Virginia State University","2015","Not applicable","54504","28","94","27","390","510","400","500","17","22",,,
"237932","West Liberty University","2015","Not applicable","57519","48","72","34","380","510","400","540","18","24",,,
"237950","West Virginia University Institute of Technology","2015","Not applicable","64890","19","61","47","410","530","420","560","18","24",,,
"238333","Beloit College","2015","Not applicable","67284","82","69","16",,,,,,,"50017866","18871196","145348605"
"238476","Carthage College","2015","Evangelical Lutheran Church","72468","59","70","15","510","660","500","620","22","28","70113719","30634694","84390973"
"239017","Lawrence University","2015","Not applicable","68814","76","68","19",,,,,,,"66116089","24389669","275447518"
"239071","Maranatha Baptist University","2015","Baptist","39996","46","69","81",,,,,,,"15625795","3902645","242061"
"239512","Northland College","2015","United Church of Christ","57663","58","57","26","490","570","490","535","21","28","19551342","5674727","25167044"
"239628","Ripon College","2015","Not applicable","62226","69","66","17","450","640","500","620","21","27","29049572","12008756","77813571"
"239716","Saint Norbert College","2015","Roman Catholic","61713","73","78","20","510","610","500","610","22","27","68976198","19259042","105455661"
"240338","Wisconsin Lutheran College","2015","Wisconsin Evangelical Lutheran Synod","54936","62","92","41","435","600","495","585","21","27","31095541","11058456","28930205"
"240374","University of Wisconsin-Parkside","2015","Not applicable","56466","33","82","46",,,,,"18","23",,,
"240426","University of Wisconsin-Superior","2015","Not applicable","56439","40","94","39",,,,,"19","23",,,
"241128","American University of Puerto Rico","2015","Not applicable","25650","30",,,,,,,,,,,
"241191","Universidad Adventista de las Antillas","2015","Seventh Day Adventist","22554","33","97","72",,,,,,,"11097299","4067369","134104"
"241386","Caribbean University-Carolina","2015","Not applicable","19998","15",,,,,,,,,"1407657","370221","234"
"241720","Colegio Universitario de San Juan","2015","Not applicable","27558","40","90","79",,,,,,,,,
"242644","Inter American University of Puerto Rico-Barranquitas","2015","Not applicable","36639","44","43","97",,,,,,,,"6446547",
"242680","Inter American University of Puerto Rico-Fajardo","2015","Not applicable","38952","22","67","98",,,,,,,,"6060493",
"242699","Inter American University of Puerto Rico-Guayama","2015","Not applicable","39069","26","47","91",,,,,,,,"5494580",
"242705","Inter American University of Puerto Rico-Bayamon","2015","Not applicable","40698","27","53","99",,,,,,,,"13850959",
"243106","University of Puerto Rico-Aguadilla","2015","Not applicable","66672","37","79","86","458","556","452","580",,,,,
"243115","University of Puerto Rico-Arecibo","2015","Not applicable","59004","40","89","88",,,,,,,,,
"243133","University of Puerto Rico-Bayamon","2015","Not applicable","62856","33","24","89",,,,,,,,,
"243142","University of Puerto Rico-Carolina","2015","Not applicable","54720","43","27","82","452","555","439","558",,,,,
"243151","University of Puerto Rico-Cayey","2015","Not applicable","63792","48","82","92","492","601","493","623",,,,,
"243179","University of Puerto Rico-Humacao","2015","Not applicable","53325","43","48","94",,,,,,,,,
"243212","University of Puerto Rico-Ponce","2015","Not applicable","48537","45","51","86",,,,,,,,,
"243586","Pontifical Catholic University of Puerto Rico-Mayaguez","2015","Roman Catholic","32580","20","71","49",,,,,,,,,
"243832","EDP University of Puerto Rico Inc-San Juan","2015","Not applicable","18495","30","89","69",,,,,,,"20129670","6319289",
"245652","St. John's College","2015","Not applicable","85158","45","81","53",,,,,,,"23538646","8377961","53329105"
"245847","Antioch University-Santa Barbara","2015","Not applicable","54891",,,,,,,,,,,,
"262129","New College of Florida","2015","Not applicable","74007","71","61","26","610","720","560","660","27","31",,,
"363916","Caribbean University-Vega Baja","2015","Not applicable","19503","41",,,,,,,,,"1536623","404138","255"
"384254","Beacon College","2015","Not applicable","44838","74","57","53",,,,,,,"9741515","2152719","71000"
"385619","Everglades University","2015","Not applicable","24264","33","96","42",,,,,,,"22303837","4080587",
"398130","Mt Sierra College","2015","Not applicable","35523","28",,,,,,,,,,,
"399911","Soka University of America","2015","Not applicable","98424","86","46","61","490","650","580","740","24","30","52559000","12554000","1221435000"
"414823","Johnson & Wales University-North Miami","2015","Not applicable","75492","41","76","14",,,,,,,,,
"414878","Trine University-Regional/Non-Traditional Campuses","2015","Not applicable","65907","0",,,,,,,,,,,
"421832","Living Arts College","2015","Not applicable","26289",,,,,,,,,,,,
"428259","Ottawa University-Milwaukee","2015","American Baptist",,,,,,,,,,,,,
"432241","University of Phoenix-Oregon","2015","Not applicable",,"14",,,,,,,,,,,
"437325","Linfield College-Online and Continuing Education","2015","American Baptist","63369",,,,,,,,,,,,
"440466","University of Phoenix-Idaho","2015","Not applicable",,"11",,,,,,,,,,,
"441900","Nevada State College","2015","Not applicable","72747","14","65","41",,,,,,,,,
"443410","DigiPen Institute of Technology","2015","Not applicable","73017","50","47","53","540","660","552","670","26","30",,,
"445319","University of Phoenix-Minnesota","2015","Not applicable",,"6",,,,,,,,,,,
"446048","Ave Maria University","2015","Roman Catholic","62955","50","43","31","490","620","480","590","21","27","37089533","8723503","2443711"
"447050","United States University","2015","Not applicable","58725",,,,,,,,,,,,
"447689","Georgia Gwinnett College","2015","Not applicable","59913","21",,,,,,,,,,,
"449870","University of the West","2015","Not applicable","61515","50",,,,,,,,,"8397284","2897931","11981367"
"450085","The Art Institute of Charleston","2015","Not applicable","39573","27",,,,,,,,,,,
"450298","Strayer University-Delaware","2015","Not applicable","68076","0",,,,,,,,,,,
"451060","Digital Media Arts College","2015","Not applicable","34272","39",,,,,,,,,,,
"454184","The King's College","2015","Interdenominational","80550","45","40","15","550","660","520","590","24","29","21180753","6253100","488089"
"454582","Ottawa University-Online","2015","American Baptist","38997",,,,,,,,,,,,
"455770","Providence Christian College","2015","Undenominational","50931","74","50","38",,,,,,,"3593560","1744666","26997"
"456621","Strayer University-West Virginia","2015","Not applicable","60849","0",,,,,,,,,,,
"457484","Pacific Rim Christian University","2015","Other Protestant",,,"50","56",,,,,,,"1319148","358118",
"457697","City Vision University","2015","Not applicable",,,,,,,,,,,"536972","18220",
"458496","The Art Institute of Virginia Beach","2015","Not applicable","37575",,,,,,,,,,,,
"458973","Strayer University-Texas","2015","Not applicable","56961",,,,,,,,,,,,
"458982","The Art Institute of San Antonio","2015","Not applicable","41058",,,,,,,,,,,,
"459268","South University–Virginia Beach","2015","Not applicable","51381",,,,,,,,,,,,
"459851","Herzing University-Brookfield","2015","Not applicable","53388",,"96","50",,,,,,,,,
"460783","Remington College-Heathrow Campus","2015","Not applicable",,,"66","76",,,,,,,"2788410","1243653",
"461236","Georgia Christian University","2015","Not applicable","22968",,,,,,,,,,"2192149","1109245",
"461795","North American University","2015","Not applicable","49419",,,,,,,,,,"9607199","3290554",
"462044","Institute for Doctoral Studies in the Visual Arts","2015","Not applicable","68931",,,,,,,,,,"928884","433959",
"462354","John Paul the Great Catholic University","2015","Roman Catholic","67797","67","95","54","490","640","465","595","22","28","4980389","3492321","30000"
"468015","South University-The Art Institute of Fort Worth","2015","Not applicable","42849",,,,,,,,,,,,
"468024","South University-Novi","2015","Not applicable","62910",,,,,,,,,,,,
"470092","The Art Institute of Wisconsin","2015","Not applicable","41787",,,,,,,,,,,,
"475200","Whitworth University-Adult Degree Programs","2015","Presbyterian","62253",,,,,,,,,,,"1642866",
"480073","South University-Austin","2015","Not applicable","59085",,,,,,,,,,,,
"480134","Elizabethtown College School of Continuing and Professional Studies","2015","Church of Brethren",,,,,,,,,,,,,
"481720","South University-High Point","2015","Not applicable","49041",,,,,,,,,,,,
"482158","Middle Georgia State University","2015","Not applicable","48897","24","63","78","400","500","390","490","15","19",,,
"484622","University of Phoenix-Arkansas","2015","Not applicable",,"11",,,,,,,,,,,
"484701","University of Phoenix-Missouri","2015","Not applicable",,"8",,,,,,,,,,,
"484783","University of Phoenix-Pennsylvania","2015","Not applicable","14769","9",,,,,,,,,,,
